district_code,district_name,gram_panchayat_code,gram_panchayat_name,parent_kp_code
164,Mahrajganj,76399,Pipra Muderi,1928
164,Mahrajganj,76608,Pipra Narayan,1931
178,Sant Kabir Nagar,85812,Pipra Pratham,2084
182,Siddharthnagar,88249,Pipra Ramlal,2122
164,Mahrajganj,76527,Pipra Rasul Pur,1930
164,Mahrajganj,266911,Pipra Sohat,1929
164,Mahrajganj,76609,Pipra Sonari,1931
160,Kushinagar,74649,Pipra Sujan,1899
164,Mahrajganj,76970,Pipra Tahasildar,1936
147,Gonda,297487,Pipra Tappakot,1737
181,Shrawasti,268916,Piprahawa Ranjit Pur,2117
182,Siddharthnagar,273863,Piprahiya,2118
160,Kushinagar,74490,Pipraicha,1897
182,Siddharthnagar,88730,Pipramisir,2128
129,Bara Banki,51680,Piprauli,1526
129,Bara Banki,52213,Piprauli,1533
160,Kushinagar,74553,Piprawar Siwan,1898
164,Mahrajganj,76400,Piprayach / Pachrukhaiya,1928
160,Kushinagar,74257,Pipri,1893
182,Siddharthnagar,88341,Pipri Buzurg,2123
179,Bhadohi,86514,Pipris,2094
164,Mahrajganj,76401,Pipriya Karnjaha,1928
129,Bara Banki,51808,Pira Nagar,1528
182,Siddharthnagar,88342,Piraila,2123
160,Kushinagar,74780,Pirojaha,1901
147,Gonda,297423,Pisaiya,1742
160,Kushinagar,74491,Pokhar Bhinda,1897
164,Mahrajganj,77035,Pokhar Bhinda,1937
178,Sant Kabir Nagar,269350,Pokhar Bhitwa,2090
164,Mahrajganj,76402,Pokharbhinda,1928
164,Mahrajganj,76973,Pokharbhinda,1936
129,Bara Banki,52690,Pokhra,1540
179,Bhadohi,267395,Poore Nagari,2095
179,Bhadohi,86706,Poore Raza,2096
179,Bhadohi,86707,Poore Vishwanath,2096
160,Kushinagar,74651,Pradhan Patti,1899
164,Mahrajganj,76315,Praskhar,1926
129,Bara Banki,52075,Pratapganj,1532
182,Siddharthnagar,88731,Pratappur,2128
182,Siddharthnagar,274019,Pratappur,2120
147,Gonda,297392,Pratappur,1738
164,Mahrajganj,76316,Prthvipalgarh,1926
178,Sant Kabir Nagar,269360,Punya,2090
129,Bara Banki,52489,Purab Belaon,1537
182,Siddharthnagar,88252,Puraina,2122
160,Kushinagar,74493,Puraini,1897
147,Gonda,297426,Puraini,1749
164,Mahrajganj,76682,Purainiha,1932
164,Mahrajganj,76342,Purandar Pur,1927
179,Bhadohi,86515,Puray Mudiya,2094
181,Shrawasti,87752,Pure Adhari,2115
181,Shrawasti,87886,Pure Bale,2117
179,Bhadohi,266482,Pure Diwan,2096
147,Gonda,297287,Pure Gonai,1744
129,Bara Banki,268657,Pure Jabar,1535
147,Gonda,297192,Pure Khemkaran,1741
179,Bhadohi,266488,Pure Khushal,2097
147,Gonda,297420,Pure Maholiya,1742
179,Bhadohi,86803,Pure Manohar,2097
181,Shrawasti,87887,Pure Prasad,2117
179,Bhadohi,86413,Pure Shambhu,2093
147,Gonda,297410,Pure Tiwari,1747
164,Mahrajganj,76403,Pureana Khandi Chaura,1928
129,Bara Banki,269902,Purechandraman,1537
129,Bara Banki,52257,Puredalai,1534
181,Shrawasti,87632,Puredeen Namgarh,2113
160,Kushinagar,75002,Purnaha Buzurg,1904
181,Shrawasti,87633,Purushottompur,2113
178,Sant Kabir Nagar,269481,Purwa,2091
179,Bhadohi,86612,Purwa Uparwar,2095
129,Bara Banki,52549,Pyare Pur,1538
129,Bara Banki,52076,Pyarepur Saraiya,1532
129,Bara Banki,269901,Rabrahiya,1540
147,Gonda,297462,Radhanagar,1743
129,Bara Banki,267453,Raghav Pur,1525
129,Bara Banki,269900,Raghav Pur,1540
164,Mahrajganj,76468,Raghunathpur,1929
160,Kushinagar,74652,Rahasu,1899
160,Kushinagar,74181,Rahasujanubi Patti,1892
129,Bara Banki,269684,Raheemabad,1531
129,Bara Banki,52258,Rahimapur,1534
160,Kushinagar,267029,Rahsusomali Patti,1892
160,Kushinagar,271276,Raiganj,1904
129,Bara Banki,52214,Raigwan,1533
178,Sant Kabir Nagar,269368,Raindharpar,2090
129,Bara Banki,52625,Raipur,1539
164,Mahrajganj,76764,Raipur,1933
129,Bara Banki,269677,Raipur,1532
147,Gonda,297439,Raipur,1750
181,Shrawasti,87702,Raipur Pyare,2114
129,Bara Banki,52077,Rajai Pur,1532
160,Kushinagar,271469,Rajapakad,1903
164,Mahrajganj,76469,Rajapur,1929
129,Bara Banki,267037,Rajapur,1538
181,Shrawasti,87755,Rajapur Rani,2115
178,Sant Kabir Nagar,86304,Rajapur Sarraiya,2091
164,Mahrajganj,270724,Rajauda Kala,1934
164,Mahrajganj,76837,Rajauda Punjum,1934
164,Mahrajganj,76470,Rajdhani,1929
178,Sant Kabir Nagar,86225,Rajediha,2090
659,Sambhal,297306,Rajee Khera,1994
152,Jaunpur,299261,Rajepur 2,1808
181,Shrawasti,87634,Rajgarh Gulahriya,2113
164,Mahrajganj,76317,Rajmandir Kala,1926
164,Mahrajganj,76471,Rajmandir Khurd,1929
179,Bhadohi,266446,Rajmla,2095
178,Sant Kabir Nagar,85877,Rajnauli,2085
182,Siddharthnagar,88575,Rajpur,2126
160,Kushinagar,74107,Rakaba Dulama Patti,1891
160,Kushinagar,74782,Rakbajunglli Patti,1901
160,Kushinagar,74783,Rakbaraja,1901
178,Sant Kabir Nagar,86305,Raksha Devai,2091
178,Sant Kabir Nagar,86306,Raksha Kala,2091
129,Bara Banki,51893,Ralbhari,1529
182,Siddharthnagar,271303,Ram Bhari,2128
182,Siddharthnagar,88791,Ram Garh,2129
178,Sant Kabir Nagar,268903,Ram Jangala,2085
129,Bara Banki,52626,Ram Mandaee,1539
129,Bara Banki,52691,Ram Nagar,1540
164,Mahrajganj,76528,Ram Pur Bujurg,1930
178,Sant Kabir Nagar,85878,Ram Pur Madhay,2085
178,Sant Kabir Nagar,85879,Ram Pur Uttri,2085
182,Siddharthnagar,88410,Ramapur,2124
178,Sant Kabir Nagar,86226,Ramawa Pur,2090
178,Sant Kabir Nagar,86227,Ramawa Pur Sarkari,2090
160,Kushinagar,271787,Rambhawalia,1899
179,Bhadohi,267258,Ramchandarpur,2092
164,Mahrajganj,76766,Ramgarhva,1933
164,Mahrajganj,268505,Ramhauli,1930
129,Bara Banki,269897,Rami Pur,1540
179,Bhadohi,86614,Ramkishunpur Basahi,2095
164,Mahrajganj,76767,Ramnagar,1933
164,Mahrajganj,76974,Ramnagar,1936
182,Siddharthnagar,274097,Ramnagar,2119
659,Sambhal,297273,Ramnagar,1994
147,Gonda,297234,Ramnagar Jhinna,1740
659,Sambhal,297328,Ramnagar Urf Kanua Nagala,1586
181,Shrawasti,87703,Ramnagara,2114
129,Bara Banki,51615,Rampur,1525
160,Kushinagar,74784,Rampur,1901
182,Siddharthnagar,88792,Rampur,2129
164,Mahrajganj,76404,Rampur Baldiha,1928
160,Kushinagar,74108,Rampur Barahan,1891
160,Kushinagar,74557,Rampur Bhat,1898
129,Bara Banki,52550,Rampur Bhawani Pur,1538
160,Kushinagar,74259,Rampur Buzurg,1893
164,Mahrajganj,76912,Rampur Chakiya,1935
181,Shrawasti,87890,Rampur Devman,2117
160,Kushinagar,74109,Rampur Jamunia,1891
129,Bara Banki,51681,Rampur Joga,1526
164,Mahrajganj,77038,Rampur Kala,1937
164,Mahrajganj,270730,Rampur Khurd,1934
129,Bara Banki,52324,Rampur Mahasingh,1535
164,Mahrajganj,268733,Rampur Mahuawa,1931
181,Shrawasti,87704,Rampur Painda,2114
160,Kushinagar,74110,Rampur Patti,1891
160,Kushinagar,74262,Rampur Patwa,1893
129,Bara Banki,51739,Rampur Rai Sahab,1527
160,Kushinagar,74854,Rampur Sohrauna,1902
129,Bara Banki,52627,Rampur Telyani,1539
181,Shrawasti,268858,Rampur Tirbhauna,2114
160,Kushinagar,74182,Rampur Urf Khushihal Tola,1892
179,Bhadohi,86522,Rampur Z.Saroi,2094
659,Sambhal,297248,Rampura Jatt,2005
164,Mahrajganj,76611,Rampurmeer,1931
129,Bara Banki,52551,Ramsahai,1538
182,Siddharthnagar,273917,Ramtikra,2118
178,Sant Kabir Nagar,85813,Ramwapur,2084
181,Shrawasti,87635,Ramwapur,2113
182,Siddharthnagar,88635,Ramwapur,2127
182,Siddharthnagar,88732,Ramwapur Bhai,2128
182,Siddharthnagar,269701,Rangrejpur,2122
178,Sant Kabir Nagar,269118,Ranipar,2086
129,Bara Banki,51963,Ranipur,1530
164,Mahrajganj,76473,Ranipur,1929
164,Mahrajganj,76841,Ranipur,1934
147,Gonda,297272,Ranipur,1740
147,Gonda,297458,Ranipur,1743
181,Shrawasti,87891,Ranipur Bhela,2117
181,Shrawasti,87705,Ranipur Quazi,2114
129,Bara Banki,268152,Ranjitpur,1539
129,Bara Banki,52692,Raoni,1540
129,Bara Banki,51894,Rariya,1529
178,Sant Kabir Nagar,85745,Rasahara,2083
129,Bara Banki,52078,Rasauli,1532
182,Siddharthnagar,88636,Rasiyawal Kala,2127
182,Siddharthnagar,88637,Rasiyawal Khurd,2127
129,Bara Banki,51895,Rasool Panah,1529
178,Sant Kabir Nagar,85957,Rasoolabad,2086
129,Bara Banki,51896,Rasoolpur,1529
182,Siddharthnagar,88345,Rasoolpur,2123
178,Sant Kabir Nagar,269120,Rasoolpur,2086
129,Bara Banki,51809,Rasoolpur Kidwai,1528
659,Sambhal,297261,Rasoolpur Sarai,2005
129,Bara Banki,269896,Rasulabad Bihari Pur,1537
129,Bara Banki,52552,Rasulpur,1538
182,Siddharthnagar,88793,Rasulpur,2129
129,Bara Banki,242787,Rasulpur,1525
129,Bara Banki,51740,Rasulpur Kalan,1527
164,Mahrajganj,76686,Ratanpur,1932
164,Mahrajganj,77041,Ratanpur,1937
178,Sant Kabir Nagar,86113,Ratanpur,2088
164,Mahrajganj,76842,Ratanpurwa,1934
129,Bara Banki,51616,Ratauli,1525
182,Siddharthnagar,88255,Rathaina,2122
129,Bara Banki,51897,Rauja,1529
129,Bara Banki,51964,Raulee,1530
164,Mahrajganj,76769,Rautar,1933
178,Sant Kabir Nagar,85958,Rautpar,2086
179,Bhadohi,86524,Raveli,2094
160,Kushinagar,74183,Rawatpar,1892
659,Sambhal,297243,Raykhurd Urf Bibipur,2005
659,Sambhal,297236,Razakpur,2005
160,Kushinagar,74785,Razpur Khas,1901
129,Bara Banki,51965,Reethi Sikandarpur,1530
129,Bara Banki,269669,Reevan Ratanpur,1528
164,Mahrajganj,267018,Regahiyan,1933
147,Gonda,297477,Rehar Tapaki,1735
164,Mahrajganj,76612,Rehav,1931
164,Mahrajganj,76687,Rehra,1932
129,Bara Banki,52079,Rehra Mau,1532
129,Bara Banki,52628,Rehta,1539
129,Bara Banki,269894,Rehura,1530
182,Siddharthnagar,274095,Rekhat,2119
129,Bara Banki,51682,Rendua Palhari,1526
178,Sant Kabir Nagar,86114,Rewta,2088
129,Bara Banki,268294,Richhala,1539
164,Mahrajganj,76344,Rithiya Padri,1927
129,Bara Banki,268226,Riwan,1529
182,Siddharthnagar,88107,Rohawn Khurd,2120
129,Bara Banki,51741,Rohila Nagar,1527
129,Bara Banki,51966,Rohna Meerapur,1530
182,Siddharthnagar,88795,Rohudila,2129
182,Siddharthnagar,274101,Romandai,2119
178,Sant Kabir Nagar,85881,Roopin,2085
147,Gonda,297438,Roopipur,1750
178,Sant Kabir Nagar,86167,Rosaya Bazar,2089
129,Bara Banki,52325,Roti Gaon,1535
160,Kushinagar,75004,Ruari,1904
160,Kushinagar,74184,Rudawalia,1892
178,Sant Kabir Nagar,269488,Rudhauli,2091
164,Mahrajganj,76530,Rudhauli Bhauchak,1930
164,Mahrajganj,76913,Rudrapur,1935
164,Mahrajganj,77042,Rudrapur,1937
164,Mahrajganj,76474,Rudrapur Shivnath,1929
164,Mahrajganj,76770,Rudrauli,1933
129,Bara Banki,52629,Ruhera,1539
129,Bara Banki,51967,Rukunuddinpur,1530
164,Mahrajganj,268417,Runuwa,1936
147,Gonda,297170,Rupaideeh,1741
171,Moradabad,297205,Ruppur Bhadurpur,2002
659,Sambhal,297326,Rusatampur Pipalvara,1586
129,Bara Banki,52326,Saadatgunj,1535
129,Bara Banki,52491,Saadulla Pur,1537
129,Bara Banki,51617,Saadullapur,1525
182,Siddharthnagar,88412,Sabui Sabua,2124
129,Bara Banki,52080,Sadamau,1532
129,Bara Banki,52554,Sadeva,1538
129,Bara Banki,51898,Sadhemau,1529
160,Kushinagar,74655,Sadi Buzurg,1899
160,Kushinagar,74656,Sadi Khurd,1899
129,Bara Banki,51899,Sadrapur,1529
129,Bara Banki,52081,Sadruddinpur,1532
129,Bara Banki,242788,Sadva Bhelu,1525
129,Bara Banki,52082,Safdarganj,1532
178,Sant Kabir Nagar,269494,Safiabad,2091
129,Bara Banki,51900,Safipur,1529
181,Shrawasti,87828,Sagar Gaon,2116
160,Kushinagar,271158,Sagar Gosai,1898
179,Bhadohi,86616,Sagar Raipur,2095
164,Mahrajganj,76320,Sahajnwa,1926
160,Kushinagar,74657,Sahajwalia,1899
164,Mahrajganj,76975,Sahapur Jangal,1936
659,Sambhal,297195,Sahariya Abdalnagar,2004
179,Bhadohi,86713,Sahasipur,2096
129,Bara Banki,52696,Sahavar,1540
182,Siddharthnagar,88109,Sahe Para,2120
129,Bara Banki,52026,Saheliya,1531
129,Bara Banki,52553,Saheri,1538
182,Siddharthnagar,88110,Sahijwar,2120
160,Kushinagar,74658,Sahuadih,1899
178,Sant Kabir Nagar,85746,Saibujurg,2083
129,Bara Banki,52083,Saidabad,1532
129,Bara Banki,52492,Saidan Pur,1537
129,Bara Banki,52327,Saidanpur,1535
129,Bara Banki,52555,Saidanpur,1538
129,Bara Banki,51742,Saidkhanpur,1527
659,Sambhal,297150,Saidpur,1996
129,Bara Banki,51743,Saifpur,1527
129,Bara Banki,51810,Saihara,1528
129,Bara Banki,51907,Saili Kiratpur,1529
182,Siddharthnagar,88638,Sainuwa,2127
178,Sant Kabir Nagar,85959,Sais Rao Mafi,2086
178,Sant Kabir Nagar,271855,Saitwalia Sutehra,2091
182,Siddharthnagar,88893,Sajni,2131
178,Sant Kabir Nagar,86115,Sakaraicha,2088
182,Siddharthnagar,88346,Sakat Pur,2123
129,Bara Banki,267447,Sakatpur,1525
171,Moradabad,297340,Sakatpura Mustahkam,1997
129,Bara Banki,51619,Sakauli,1525
178,Sant Kabir Nagar,86116,Sakhi,2088
160,Kushinagar,74659,Sakhopar,1899
129,Bara Banki,269893,Salah Bhari,1537
129,Bara Banki,51812,Salarpur,1528
164,Mahrajganj,76976,Saldah Urf Kawaldah,1936
129,Bara Banki,51811,Saleh Nagar,1528
129,Bara Banki,52217,Salehpur,1533
178,Sant Kabir Nagar,86307,Salehpur,2091
129,Bara Banki,52216,Salemabad,1533
160,Kushinagar,74786,Salemgarh,1901
129,Bara Banki,51813,Salempur,1528
129,Bara Banki,51901,Salempur,1529
129,Bara Banki,267433,Salempur,1525
147,Gonda,297412,Salpur Pathak,1747
179,Bhadohi,266329,Samalkot,2094
178,Sant Kabir Nagar,268746,Samantha,2084
164,Mahrajganj,76977,Samara Maharaj,1936
164,Mahrajganj,76475,Samardhira,1929
182,Siddharthnagar,88258,Samda,2122
171,Moradabad,297375,Samda Ramsahai,2003
181,Shrawasti,87893,Samhar Purawa,2117
179,Bhadohi,86419,Samhi Bhatani,2093
182,Siddharthnagar,88736,Samogara,2128
129,Bara Banki,51621,Sanauli,1525
178,Sant Kabir Nagar,86228,Sanda,2090
164,Mahrajganj,76771,Sanda Khurd,1933
129,Bara Banki,51684,Sandauli Umarpur,1526
129,Bara Banki,51969,Sandva,1530
178,Sant Kabir Nagar,85749,Sangath,2083
129,Bara Banki,52496,Sangaura Saidkhan,1537
181,Shrawasti,87894,Sangram Ganj,2117
178,Sant Kabir Nagar,269987,Sanichara Chaubey,2088
171,Moradabad,297274,Sanjarpur Sultanpur,1999
160,Kushinagar,74856,Sankhapar Mafi,1902
129,Bara Banki,51933,Sansara,1530
182,Siddharthnagar,274090,Sansari,2119
178,Sant Kabir Nagar,85882,Santhi,2085
182,Siddharthnagar,88850,Santora,2130
160,Kushinagar,74185,Sapaha,1892
182,Siddharthnagar,88639,Sapahi,2127
160,Kushinagar,74933,Sapahi Bujurg,1903
129,Bara Banki,52260,Saraahi,1534
129,Bara Banki,52261,Saraay Barayi,1534
129,Bara Banki,52262,Saraay Dunauli,1534
129,Bara Banki,52263,Saraay Netamau,1534
160,Kushinagar,74111,Saragatia Karan Patti,1891
178,Sant Kabir Nagar,86119,Sarahra,2088
129,Bara Banki,52493,Sarai Belhari,1537
160,Kushinagar,74934,Sarai Buzurg,1903
129,Bara Banki,269892,Sarai Chaubey,1530
160,Kushinagar,74787,Sarai Khurd,1901
129,Bara Banki,52494,Sarai Meer,1537
129,Bara Banki,51685,Sarai Mihi,1526
179,Bhadohi,86716,Sarai Misrani,2096
129,Bara Banki,52693,Sarai Pandey,1540
129,Bara Banki,52027,Sarai Parsanda,1531
129,Bara Banki,269891,Sarai Purkhoo,1537
129,Bara Banki,52264,Sarai Saif,1534
179,Bhadohi,266845,Sarairuddi,2092
129,Bara Banki,51747,Saraiya Chamaran,1527
129,Bara Banki,51903,Saraiya Matbar Nagar,1529
182,Siddharthnagar,88894,Sarauli,2131
178,Sant Kabir Nagar,85962,Sarauli Cheharum,2086
179,Bhadohi,86421,Sarauli Or Ramauli,2093
182,Siddharthnagar,88798,Sarauta,2129
129,Bara Banki,269660,Saray Akbarabad,1526
129,Bara Banki,51971,Saray Gopi,1530
129,Bara Banki,52028,Saray Hijra,1531
164,Mahrajganj,76531,Saray Khutaha,1930
129,Bara Banki,51970,Saray Rawat,1530
129,Bara Banki,51746,Saray Shah Alam,1527
129,Bara Banki,268314,Saray Shahbajpur,1533
129,Bara Banki,51745,Saray Singhai,1527
164,Mahrajganj,76532,Sardiha,1930
178,Sant Kabir Nagar,86035,Sare Kala,2087
160,Kushinagar,271175,Sargatia,1898
179,Bhadohi,86810,Sari Bhansinghpur,2097
179,Bhadohi,86719,Saripur Urf Umarpur,2096
160,Kushinagar,74112,Sariswa,1891
160,Kushinagar,74186,Sariya Mahanth Patti,1892
179,Bhadohi,86528,Saroi,2094
160,Kushinagar,74661,Sarpathi Buzurg,1899
160,Kushinagar,75005,Sarpathi Khurd,1904
181,Shrawasti,87895,Sarra Bojhi,2117
129,Bara Banki,52495,Sarsa,1537
129,Bara Banki,52630,Sarsanda,1539
129,Bara Banki,51814,Sarsaundi,1528
129,Bara Banki,52219,Sarsawan,1533
129,Bara Banki,242790,Sarwan Tikttha,1525
160,Kushinagar,74662,Sarya,1899
160,Kushinagar,74496,Sat Bhariya,1897
129,Bara Banki,52084,Satbisawan,1532
178,Sant Kabir Nagar,86120,Satehara,2088
164,Mahrajganj,76844,Satgur,1934
129,Bara Banki,51972,Satrahi,1530
129,Bara Banki,269655,Satrikh Dehat,1531
182,Siddharthnagar,87962,Satwari,2118
182,Siddharthnagar,88349,Saurahwa Grant,2123
160,Kushinagar,74559,Saurha Buzurg,1898
160,Kushinagar,74560,Saurha Khurd,1898
178,Sant Kabir Nagar,86308,Saurha Singhorwa,2091
164,Mahrajganj,76533,Savana,1930
179,Bhadohi,86423,Sayar,2093
129,Bara Banki,52330,Seehamau,1535
160,Kushinagar,74857,Sehni,1902
659,Sambhal,297338,Sehora,1589
182,Siddharthnagar,88737,Sehri Buzurg,2128
182,Siddharthnagar,88413,Sehura,2124
164,Mahrajganj,76689,Sekhuani,1932
164,Mahrajganj,76979,Sekhuee,1936
164,Mahrajganj,76614,Sekhui,1931
182,Siddharthnagar,273914,Sekhui,2118
182,Siddharthnagar,88414,Sekhuiya,2124
160,Kushinagar,74663,Sekhwania Khurd,1899
182,Siddharthnagar,273937,Sekui,2125
129,Bara Banki,52631,Selak Jalalpur,1539
178,Sant Kabir Nagar,85883,Semar Dandi,2085
160,Kushinagar,74664,Semara Hardo,1899
182,Siddharthnagar,88160,Semari,2121
181,Shrawasti,87637,Semari Tarhar,2113
182,Siddharthnagar,88799,Semariyaw,2129
178,Sant Kabir Nagar,86310,Semariyawan,2091
129,Bara Banki,51748,Semaur,1527
181,Shrawasti,87638,Semghda,2113
659,Sambhal,297191,Semla,2004
179,Bhadohi,266767,Semra,2092
178,Sant Kabir Nagar,269128,Semra,2086
147,Gonda,297479,Semra Bujurg,1735
164,Mahrajganj,76914,Semra Chandrauli,1935
182,Siddharthnagar,88495,Semra Mustahkam,2125
160,Kushinagar,74377,Semra Urf Jhungua,1895
182,Siddharthnagar,88896,Semrahana,2131
182,Siddharthnagar,274083,Semrahava,2119
164,Mahrajganj,270856,Semrahna,1932
164,Mahrajganj,76476,Semrahwa,1929
129,Bara Banki,52632,Semrai,1539
129,Bara Banki,52498,Semri,1537
164,Mahrajganj,77044,Semri,1937
181,Shrawasti,87759,Semri Chakpihani,2115
182,Siddharthnagar,88262,Semuwa Deeh,2122
160,Kushinagar,74859,Senduar,1902
179,Bhadohi,86530,Serwa,2094
129,Bara Banki,52029,Seth Mau,1531
179,Bhadohi,86424,Seur,2093
182,Siddharthnagar,274078,Sevra,2119
178,Sant Kabir Nagar,269217,Sewaipar,2089
164,Mahrajganj,76690,Sewtari,1932
164,Mahrajganj,76321,Shaahabad,1926
659,Sambhal,297278,Shafatnagar,1994
171,Moradabad,297247,Shahalampur,2002
129,Bara Banki,51683,Shahavpur,1526
160,Kushinagar,271242,Shahjauli,1902
129,Bara Banki,51816,Shahpur,1528
129,Bara Banki,51906,Shahpur,1529
129,Bara Banki,52031,Shahpur,1531
129,Bara Banki,52695,Shahpur,1540
129,Bara Banki,52220,Shahpur Baksoliya,1533
181,Shrawasti,87896,Shahpur Bargadwa,2117
129,Bara Banki,52328,Shahpur Chak Baharwa,1535
181,Shrawasti,87760,Shahpur Kalan,2115
129,Bara Banki,51618,Shahpur Morarpur,1525
129,Bara Banki,52694,Shahpur Sidvi,1540
160,Kushinagar,74113,Shahpur Uchaki Patti,1891
160,Kushinagar,74380,Shampur,1895
182,Siddharthnagar,88584,Shanichara,2126
178,Sant Kabir Nagar,86169,Shanichra Bazar,2089
160,Kushinagar,74188,Shankar Pathkhauli,1892
181,Shrawasti,87898,Shankarpur,2117
160,Kushinagar,74189,Shanker Patti,1892
178,Sant Kabir Nagar,269991,Shanti Nargapar,2088
160,Kushinagar,74114,Shapur Khalwa Patti,1891
129,Bara Banki,51973,Shareefabad,1530
129,Bara Banki,268233,Shekhanpur,1529
129,Bara Banki,52329,Shekhpur Alipur,1535
129,Bara Banki,268235,Shekhpur Makdoom,1529
160,Kushinagar,74665,Shekhwania Buzurg,1899
178,Sant Kabir Nagar,269130,Sheo Shankarpur,2086
160,Kushinagar,74190,Sherpur Badahara,1892
659,Sambhal,297175,Sherua,1995
129,Bara Banki,51815,Sheshpur,1528
164,Mahrajganj,77045,Sheshpur,1937
129,Bara Banki,269632,Sheshpur,1531
129,Bara Banki,52499,Sheshpur Hakim,1537
129,Bara Banki,52500,Sheshpur Zahid Ali,1537
178,Sant Kabir Nagar,86170,Shiv Bakhari,2089
178,Sant Kabir Nagar,85751,Shiv Bakhri,2083
178,Sant Kabir Nagar,85752,Shivapar,2083
181,Shrawasti,87899,Shivghrh Khurd,2117
129,Bara Banki,52697,Shivnaam,1540
182,Siddharthnagar,88800,Shivpati Nagar,2129
164,Mahrajganj,76323,Shivpur,1926
181,Shrawasti,87639,Shivpur Bankata,2113
160,Kushinagar,74666,Shivpur Buzurg,1899
164,Mahrajganj,76692,Shivpuri,1932
129,Bara Banki,269888,Shivrajpur,1530
179,Bhadohi,266453,Shivrampur,2096
179,Bhadohi,86620,Shivsewak Patti,2095
147,Gonda,297443,Shobhapur,1745
181,Shrawasti,268797,Shravantara,2113
178,Sant Kabir Nagar,269636,Shri Nagar,2087
129,Bara Banki,51687,Shuklai,1526
129,Bara Banki,51975,Shukulpur,1530
147,Gonda,297300,Shukulpur,1744
129,Bara Banki,52698,Shumbha,1540
164,Mahrajganj,76915,Shyam Deurvan,1935
129,Bara Banki,51749,Shyam Nagar,1527
129,Bara Banki,52557,Shyam Nagar,1538
164,Mahrajganj,270872,Shyamkat,1932
178,Sant Kabir Nagar,85814,Sia Katai,2084
164,Mahrajganj,268017,Sidhave,1933
160,Kushinagar,74721,Sidhawe,1900
129,Bara Banki,51974,Sidhiyanwa,1530
160,Kushinagar,74669,Sidhua Bagar Bhath,1899
164,Mahrajganj,76980,Sidhwari,1936
129,Bara Banki,51817,Sidwaahi,1528
160,Kushinagar,74670,Siganjori,1899
160,Kushinagar,74562,Sigha,1898
129,Bara Banki,268546,Sigha,1529
129,Bara Banki,51908,Sihali,1529
160,Kushinagar,271247,Sihuliya,1902
182,Siddharthnagar,88264,Sikahra Kohra,2122
164,Mahrajganj,76345,Sikandarajeetpur,1927
129,Bara Banki,52032,Sikandarpur,1531
129,Bara Banki,269623,Sikandarpur,1528
178,Sant Kabir Nagar,85965,Sikari,2086
182,Siddharthnagar,269506,Sikata,2128
156,Kanpur Dehat,298795,Sikhamapur,1849
179,Bhadohi,86621,Siki Chaura,2095
129,Bara Banki,52634,Sikohna,1539
182,Siddharthnagar,88640,Sikri Bakhariya,2127
129,Bara Banki,52266,Sikri Jeewal,1534
129,Bara Banki,267428,Sikrohra,1534
160,Kushinagar,74671,Sikta,1899
182,Siddharthnagar,88115,Sikta,2120
178,Sant Kabir Nagar,86122,Siktaha,2088
160,Kushinagar,74498,Siktiya,1897
129,Bara Banki,52331,Silauta,1535
129,Bara Banki,51620,Silhaur,1525
160,Kushinagar,74936,Sinduria Bujurg,1903
164,Mahrajganj,76616,Sinduriya,1931
147,Gonda,297425,Singaha Bhoj,1749
164,Mahrajganj,76536,Singh Pur,1930
160,Kushinagar,271472,Singha,1903
160,Kushinagar,267981,Singhana,1893
659,Sambhal,297386,Singhdalanapur,1592
160,Kushinagar,74499,Singhpur,1897
179,Bhadohi,267339,Singhpur,2097
659,Sambhal,297167,Singhpur,1995
659,Sambhal,297388,Singhpur,1592
147,Gonda,297419,Singhpur,1742
164,Mahrajganj,76478,Singhpur Tharauli,1929
129,Bara Banki,52221,Singtara,1533
182,Siddharthnagar,274043,Sinhorava Bujurg,2121
164,Mahrajganj,270735,Sinhorva,1932
182,Siddharthnagar,88352,Sinhorwa Tiwari,2123
164,Mahrajganj,268322,Sinhpur Ayodhya,1936
178,Sant Kabir Nagar,85753,Sinhteekar,2083
129,Bara Banki,51818,Sipahiya,1528
164,Mahrajganj,76775,Sirauli,1933
129,Bara Banki,267009,Sirauli Gung,1538
129,Bara Banki,52332,Sirauli Kala,1535
182,Siddharthnagar,88801,Sirawat,2129
178,Sant Kabir Nagar,85966,Sirmohni,2086
659,Sambhal,297251,Sirsa Nal,2005
178,Sant Kabir Nagar,85885,Sirsi Khas,2085
164,Mahrajganj,76694,Sirsia Khas,1932
181,Shrawasti,87900,Sirsiya,2117
160,Kushinagar,74382,Sirsiya Khoiya,1895
182,Siddharthnagar,267749,Sirsiya Raja,2124
182,Siddharthnagar,88740,Sisai Kalan,2128
129,Bara Banki,51750,Sisauna,1527
129,Bara Banki,52333,Sisaunda,1535
182,Siddharthnagar,88416,Sisawa Buzurg,2124
182,Siddharthnagar,88802,Sisawa Grant,2129
164,Mahrajganj,76697,Sishgarh,1932
659,Sambhal,297399,Sisona Danda,1592
182,Siddharthnagar,271316,Sisva Khurd,2129
164,Mahrajganj,76537,Siswa,1930
182,Siddharthnagar,274100,Siswa Bujurg,2119
182,Siddharthnagar,88355,Siswa Buzurg,2123
160,Kushinagar,271425,Siswa Digar,1901
178,Sant Kabir Nagar,269497,Siswa Fataullah,2091
160,Kushinagar,75008,Siswa Goiti,1904
160,Kushinagar,74672,Siswa Mathia,1899
