district_code,district_name,gram_panchayat_code,gram_panchayat_name,prd_block_name,prd_block_code,lgd_block_name,lgd_block_code
139,Etawah,60428,Beedhupura,BARHPURA,1660,Barhpura,1078
177,Saharanpur,85609,Beedpur,SARSAWAN,2082,Sarsawan,1500
141,Farrukhabad,61662,Beeghamau,MOHAMDABAD,1681,Mohamdabad,1099
150,Hardoi,68114,Beehat Nevada,MALLAWAN,1788,Mallawan,1206
186,Unnao,92525,Beejeemau,MIANGANJ,2191,Mianganj,1609
186,Unnao,92008,Beekamau,ASOHA,2182,Asoha,1600
150,Hardoi,68397,Beekapur,SURSA,1793,Sursa,1211
144,Gautam Buddha Nagar,63297,Beel Akbarpur,DADRI,1708,Dadri,1126
149,Hamirpur,67379,Beelpur,SARILA,1775,Sarila,1193
122,Auraiya,46764,Beelpur Airwa,ERWA KATRA,1447,Erwa Katra,864
119,Aligarh,43497,Beelpura,BIJAULI,1403,Bijauli,820
139,Etawah,60483,Beena,BASREHAR,1661,Basrehar,1079
120,Prayagraj,45216,Beer Kaji,PHULPUR,1427,Phulpur,844
149,Hamirpur,67166,Beera,GOHAND,1770,Gohand,1188
120,Prayagraj,44293,Beerapur,BAHRIA,1414,Bahria,831
152,Jaunpur,70114,Beerbalpur Songra,MUNGRA BADSHAH PUR,1818,Mungra Badshah Pur,1236
120,Prayagraj,45217,Beerbhanpur,PHULPUR,1427,Phulpur,844
147,Gonda,65418,Beerepur,MANKAPUR,1743,Mankapur,1161
150,Hardoi,67908,Beerhijor,HARPALPUR,1784,Harpalpur,1202
184,Sonbhadra,270539,Beerkala,GHORAWAL,2155,Ghorawal,1573
121,Ambedkar Nagar,271611,Beerkhet,JAHANGIR GANJ,1437,Jahangir Ganj,854
127,Balrampur,269287,Beerpuesemra,PACHPEDWA,1512,Pachpedwa,929
127,Balrampur,50615,Beerpur Kalan,GAISRI,1510,Gaisri,927
166,Mainpuri,77485,Beerpur Kalan,JAGEER,1945,Jageer,1363
139,Etawah,60687,Beerpur Salempur,MAHEWA,1665,Mahewa,1083
120,Prayagraj,44710,Beerpur Ta. Bhunda,KARCHHANA,1420,Karchhana,837
130,Bareilly,52943,Beerpur Urf Kasam Nager,BHOJIPURA,1544,Bhojipura,962
140,Ayodhya,61102,Beershahpur,MAYA BAZAR,1673,Maya Bazar,1091
118,Agra,43192,Beesalpur,KHERAGARH,1397,Kheragarh,814
141,Farrukhabad,61663,Beesarpur Bangar,MOHAMDABAD,1681,Mohamdabad,1099
176,Rampur,84384,Begamabad,BILASPUR,2066,Bilaspur,1484
124,Baghpat,48573,Begamabad Garhi,BINAULI,1473,Binauli,890
133,Budaun,266054,Begamnagar Urf Danpur,ASAFPUR,1582,Asafpur,1000
118,Agra,42973,Begampur,FATEHABAD,1392,Fatehabad,809
167,Mathura,266737,Begampur Bangar,MAT,1956,Mat,1374
132,Bijnor,55213,Begampur Chaymal,KOTWALI,1576,Kotwali,994
132,Bijnor,55183,Begampur Roopchand,KIRATPUR,1575,Kiratpur,993
134,Bulandshahr,56755,Begampur Urf Jairampur,ANUPSHAHR,1600,Anupshahr,1018
132,Bijnor,55210,Begampurhare,KOTWALI,1576,Kotwali,994
162,Lucknow,75482,Begariyamau,GOSAIGANJ,1913,Gosaiganj,1331
177,Saharanpur,85084,Beggi,GANGOH,2074,Gangoh,1492
163,Hathras,76062,Beghena,SADABAD,1922,Sadabad,1340
170,Mirzapur,79815,Begpur,NARAINPUR,1989,Narainpur,1407
123,Azamgarh,48243,Begpur Khalsa,TAHBARPUR,1468,Tahbarpur,885
172,Muzaffarnagar,268287,Begumpur,CHARTHAWAL,2009,Charthawal,1427
132,Bijnor,269093,Begumpur Bhonawala,NAJIBABAD,1578,Najibabad,996
177,Saharanpur,85163,Behada Kalan,MUZAFFARABAD,2075,Muzaffarabad,1493
177,Saharanpur,85164,Behada Khurd,MUZAFFARABAD,2075,Muzaffarabad,1493
150,Hardoi,67614,Behandar Kala,BEHENDAR,1779,Behendar,1197
150,Hardoi,67615,Behandar Khurd,BEHENDAR,1779,Behendar,1197
152,Jaunpur,69634,Behara,KERAKAT,1812,Kerakat,1230
137,Deoria,58878,Beharadabar,BHATNI,1634,Bhatni,1052
155,Kannauj,71429,Beharapur Gaisapur,UMARDA,1847,Umarda,1265
173,Pilibhit,82098,Behari Mustqil,MARORI,2026,Marori,1444
142,Fatehpur,62497,Behata,KHAJUHA,1694,Khajuha,1112
186,Unnao,92349,Behata Kachh,GANJ MORADABAD,2188,Ganj Moradabad,1606
180,Shahjahanpur,87021,Behata Muradpur,JAITIPUR,2101,Jaitipur,1519
183,Sitapur,89304,Behda Baikunthpur,KASMANDA,2137,Kasmanda,1555
174,Pratapgarh,82600,Behdaul Kala,GAURA,2032,Gaura,1450
174,Pratapgarh,82601,Behdaul Khurd,GAURA,2032,Gaura,1450
175,Rae Bareli,83637,Behi Khor,DEENSHAH GAURA,2050,Deenshah Gaura,1468
186,Unnao,92772,Behiti Gopalpur,SIKANDARPUR KARAN,2195,Sikandarpur Karan,1613
169,Meerut,79082,Behjadka,MAWANA KALAN,1975,Mawana Kalan,1393
169,Meerut,79037,Behlolpur,MACHRA,1974,Machra,1392
132,Bijnor,268174,Behlolpur,BUDHANPUR SEOHARA,1571,Budhanpur Seohara,989
183,Sitapur,89748,Behma,PAHALA,2144,Pahala,1562
125,Bahraich,49464,Behra,SHIVPUR,1488,Shivpur,905
159,Kheri,73434,Behra,LAKHIMPUR,1882,Lakhimpur,1300
147,Gonda,65269,Behra Choubey,JHANJHARI,1741,Jhanjhari,1159
183,Sitapur,89435,Behra Kudehra,LAHARPUR,2139,Laharpur,1557
175,Rae Bareli,84329,Behra Mau,UNCHAHAR,2065,Unchahar,1483
159,Kheri,73365,Behra Multan,KUMBHIGOLA,1881,Kumbhigola,1299
150,Hardoi,272505,Behraiyan,SURSA,1793,Sursa,1211
118,Agra,265515,Behri,FATEHABAD,1392,Fatehabad,809
155,Kannauj,71236,Behrin,KANNAUJ,1844,Kannauj,1262
169,Meerut,79038,Behrora,MACHRA,1974,Machra,1392
150,Hardoi,67616,Behsar,BEHENDAR,1779,Behendar,1197
123,Azamgarh,48102,Behta,RANI KI SARAI,1466,Rani Ki Sarai,883
141,Farrukhabad,61568,Behta,KAMALGANJ,1680,Kamalganj,1098
153,Jhansi,70701,Behta,BADAGAON,1827,Badagaon,1245
157,Kanpur Nagar,72215,Behta,CHAUBEYPUR,1860,Chaubeypur,1278
159,Kheri,73293,Behta,ISANAGAR,1880,Isanagar,1298
162,Lucknow,75369,Behta,BAKSHI-KA-TALAB,1911,Bakshi-Ka-Talab,1329
162,Lucknow,75790,Behta,SAROJANINAGAR,1918,Sarojaninagar,1336
174,Pratapgarh,82326,Behta,ASPUR DEOSARA,2028,Aspur Deosara,1446
186,Unnao,92476,Behta,HILAULI,2190,Hilauli,1608
173,Pilibhit,268114,Behta,BILSANDA,2023,Bilsanda,1441
176,Rampur,270355,Behta,MILAK,2068,Milak,1486
186,Unnao,92656,Behta Bhawani,PURWA,2193,Purwa,1611
150,Hardoi,67792,Behta Bujurg,BILGRAM,1782,Bilgram,1200
150,Hardoi,67552,Behta Dheera,BAWAN,1778,Bawan,1196
157,Kanpur Nagar,72089,Behta Gambhirpur,BHITARGAON,1858,Bhitargaon,1276
150,Hardoi,67553,Behta Gokul,BAWAN,1778,Bawan,1196
186,Unnao,92230,Behta Gopi,BIGHAPUR,2186,Bighapur,1604
180,Shahjahanpur,269814,Behta Ja Jeva,POWAYAN,2110,Powayan,1528
175,Rae Bareli,83844,Behta Kalan,LALGANJ,2055,Lalganj,1473
150,Hardoi,67909,Behta Lakhi,HARPALPUR,1784,Harpalpur,1202
150,Hardoi,67485,Behta Murtja Bax,AHIRORI,1777,Ahirori,1195
183,Sitapur,88992,Behta Pakauri,BEHTA,2133,Behta,1551
153,Jhansi,70702,Behta Palar,BADAGAON,1827,Badagaon,1245
180,Shahjahanpur,242102,Behta Pathak,MADNAPUR,2107,Madnapur,1525
155,Kannauj,71311,Behta Rampur,SAURIKH,1845,Saurikh,1263
150,Hardoi,67910,Behta Rampura,HARPALPUR,1784,Harpalpur,1202
150,Hardoi,67554,Behta Sadhai,BAWAN,1778,Bawan,1196
180,Shahjahanpur,87400,Behta Sanvat,POWAYAN,2110,Powayan,1528
141,Farrukhabad,61881,Behtaballu,SHAMSABAD,1684,Shamsabad,1102
150,Hardoi,272483,Behtahari,SANDI,1790,Sandi,1208
186,Unnao,92350,Behtamaujawar,GANJ MORADABAD,2188,Ganj Moradabad,1606
150,Hardoi,272484,Behthar,SANDI,1790,Sandi,1208
150,Hardoi,67555,Behti,BAWAN,1778,Bawan,1196
180,Shahjahanpur,86892,Behti,BHAWAL KHERA,2099,Bhawal Khera,1517
150,Hardoi,67793,Behti Khurd,BILGRAM,1782,Bilgram,1200
157,Kanpur Nagar,72415,Behuta,PATARA,1864,Patara,1282
148,Gorakhpur,66064,Beili Khurd,BELGHAT,1753,Belghat,1171
175,Rae Bareli,83582,Bejhla Mau,DALMAU,2049,Dalmau,1467
122,Auraiya,46708,Bela,BIDHUNA,1446,Bidhuna,863
123,Azamgarh,47407,Bela,LALGANJ,1456,Lalganj,873
123,Azamgarh,48325,Bela,TARWA,1469,Tarwa,886
127,Balrampur,50998,Bela,TULSIPUR,1515,Tulsipur,932
139,Etawah,60429,Bela,BARHPURA,1660,Barhpura,1078
140,Ayodhya,61352,Bela,TARUN,1677,Tarun,1095
174,Pratapgarh,83050,Bela,PATTI,2039,Patti,1457
180,Shahjahanpur,87251,Bela,KHUTAR,2106,Khutar,1524
187,Varanasi,93226,Bela,CHOLAPUR,2201,Cholapur,1619
170,Mirzapur,269179,Bela,NARAINPUR,1989,Narainpur,1407
175,Rae Bareli,83936,Bela Bhela,RAHI,2057,Rahi,1475
175,Rae Bareli,83937,Bela Gusisi,RAHI,2057,Rahi,1475
150,Hardoi,68157,Bela Kappor Pur,PIHANI,1789,Pihani,1207
175,Rae Bareli,83938,Bela Khara,RAHI,2057,Rahi,1475
120,Prayagraj,45299,Bela Khas,PRATAPPUR,1428,Pratappur,845
123,Azamgarh,48404,Bela Khas,THEKMA,1470,Thekma,887
180,Shahjahanpur,87065,Bela Khera,JALALABAD,2102,Jalalabad,1520
148,Gorakhpur,66846,Bela Of Pipraich,PIPRAICH,1765,Pipraich,1183
121,Ambedkar Nagar,45761,Bela Parsa,BASKHARI,1434,Baskhari,851
159,Kheri,73757,Bela Parsuwa,NIGHASAN,1886,Nighasan,1304
168,Mau,78490,Bela Sultanpur,GHOSI,1964,Ghosi,1382
175,Rae Bareli,83939,Bela Tekai,RAHI,2057,Rahi,1475
159,Kheri,268444,Bela Tursia,MOHAMMADI,1884,Mohammadi,1302
148,Gorakhpur,272347,Beladar,GAGAHA,1758,Gagaha,1176
159,Kheri,73294,Belagarhi,ISANAGAR,1880,Isanagar,1298
120,Prayagraj,44526,Belaha Singha Maun,HANDIA,1417,Handia,834
123,Azamgarh,48326,Belahadih,TARWA,1469,Tarwa,886
139,Etawah,60808,Belahar,TAKHA,1667,Takha,1085
125,Bahraich,49265,Belahari,PHAKHARPUR,1485,Phakharpur,902
152,Jaunpur,69226,Belahata,BAKSHA,1806,Baksha,1224
137,Deoria,270358,Belahi,BHATPAR RANI,1635,Bhatpar Rani,1053
121,Ambedkar Nagar,272044,Belahri,TANDA,1441,Tanda,858
131,Basti,54542,Belahsa,SALTAUA GOPAL PUR,1567,Saltaua Gopal Pur,985
127,Balrampur,50946,Belai Bujurg,SHRIDUTTGANJ,1514,Shriduttganj,931
133,Budaun,266031,Belamai,USAWAN,1597,Usawan,1015
125,Bahraich,49465,Belamakan,SHIVPUR,1488,Shivpur,905
183,Sitapur,89233,Belamau Kalan,HARGAON,2136,Hargaon,1554
155,Kannauj,71431,Belamau Saraiya,UMARDA,1847,Umarda,1265
185,Sultanpur,90918,Belamohan,BHADAIYA,2162,Bhadaiya,1580
139,Etawah,266360,Belampur,BARHPURA,1660,Barhpura,1078
120,Prayagraj,44647,Belamundi,JASRA,1419,Jasra,836
152,Jaunpur,69227,Belapar,BAKSHA,1806,Baksha,1224
131,Basti,53872,Belari,BASTI,1558,Basti,976
131,Basti,54104,Belari Shukl,HARRAIYA,1561,Harraiya,979
185,Sultanpur,90919,Belasada,BHADAIYA,2162,Bhadaiya,1580
123,Azamgarh,47007,Belasar Jameen Belasar,AZMATGARH,1451,Azmatgarh,868
141,Farrukhabad,61882,Belasarai Gaja,SHAMSABAD,1684,Shamsabad,1102
121,Ambedkar Nagar,271321,Belaspur,TANDA,1441,Tanda,858
184,Sonbhadra,90426,Belatand,GHORAWAL,2155,Ghorawal,1573
168,Mau,78417,Belauli Bhojipur,FATEHPUR MADAUN,1963,Fatehpur Madaun,1381
168,Mau,78353,Belauli Sonbarasa,DOHRI GHAT,1962,Dohri Ghat,1380
134,Bulandshahr,57057,Belaun,DIBAI,1605,Dibai,1023
185,Sultanpur,270189,Belauna Paschim,LAMBHUA,2175,Lambhua,1593
152,Jaunpur,69309,Belaunakala,BARASATHI,1807,Barasathi,1225
119,Aligarh,43829,Belauth,IGLAS,1408,Iglas,825
148,Gorakhpur,66065,Belav Khurd,BELGHAT,1753,Belghat,1171
137,Deoria,58879,Belava Babu,BHATNI,1634,Bhatni,1052
152,Jaunpur,70006,Belaw,MUFTI GANJ,1817,Mufti Ganj,1235
184,Sonbhadra,90532,Belawadah,MYORPUR,2156,Myorpur,1574
142,Fatehpur,62306,Belawan,DHATA,1691,Dhata,1109
147,Gonda,65601,Belawan,PANDRI KRIPAL,1746,Pandri Kripal,1164
168,Mau,78289,Belbhadrapur,BADRAON,1961,Badraon,1379
127,Balrampur,267236,Belbharia,HARRIYA SATGHARWA,1511,Harriya Satgharwa,928
131,Basti,54105,Belbhariya Ram Gulam,HARRAIYA,1561,Harraiya,979
159,Kheri,73435,Belburi,LAKHIMPUR,1882,Lakhimpur,1300
152,Jaunpur,69229,Belchha,BAKSHA,1806,Baksha,1224
177,Saharanpur,268037,Belda Bujurg,DEOBAND,2073,Deoband,1491
137,Deoria,58700,Beldad,BARHAJ,1631,Barhaj,1049
137,Deoria,58566,Beldaria,BAITALPUR,1629,Baitalpur,1047
152,Jaunpur,69920,Belgahan,MARIYAHU,1816,Mariyahu,1234
162,Lucknow,75654,Belgarha,MALIHABAD,1916,Malihabad,1334
183,Sitapur,88916,Belgawan,AILIYA,2132,Ailiya,1550
131,Basti,54020,Belghat,GAUR,1560,Gaur,978
148,Gorakhpur,66066,Belghat,BELGHAT,1753,Belghat,1171
127,Balrampur,50485,Belha,BALRAMPUR,1508,Balrampur,925
174,Pratapgarh,82847,Belha,LALGANJ,2036,Lalganj,1454
183,Sitapur,90035,Belha Dariyana,REUSA,2148,Reusa,1566
186,Unnao,272023,Belhadyal Ganj,BIGHAPUR,2186,Bighapur,1604
183,Sitapur,89682,Belhaiya,MISRIKH,2143,Misrikh,1561
146,Ghazipur,64072,Belhara,JAKHANIA,1723,Jakhania,1141
170,Mirzapur,243428,Belhara,PATEHRA,1991,Patehra,1409
146,Ghazipur,64619,Belhari,SAIDPUR,1731,Saidpur,1149
147,Gonda,65487,Belhari,MUJEHANA,1744,Mujehana,1162
127,Balrampur,271940,Belhasa,GAISRI,1510,Gaisri,927
123,Azamgarh,48103,Belhatha,RANI KI SARAI,1466,Rani Ki Sarai,883
159,Kheri,73697,Belhaura,NAKAHA,1885,Nakaha,1303
162,Lucknow,75483,Beli,GOSAIGANJ,1913,Gosaiganj,1331
127,Balrampur,267370,Beli Kalan,TULSIPUR,1515,Tulsipur,932
159,Kheri,73967,Belihan,PHOOLBEHAR,1889,Phoolbehar,1307
148,Gorakhpur,66601,Belipar,KAURI RAM,1761,Kauri Ram,1179
147,Gonda,65870,Beliya,WAZIRGANJ,1750,Wazirganj,1168
170,Mirzapur,79506,Belkhara,JAMALPUR,1984,Jamalpur,1402
174,Pratapgarh,82965,Belkhari,MANDHATA,2038,Mandhata,1456
137,Deoria,59130,Belkunda,GAURI BAZAR,1638,Gauri Bazar,1056
148,Gorakhpur,66381,Belkur,GAGAHA,1758,Gagaha,1176
123,Azamgarh,47870,Belnadih,PALHANI,1463,Palhani,880
125,Bahraich,48943,Belnapara,JARWAL,1480,Jarwal,897
126,Ballia,272601,Belsadi,NAVANAGAR,1502,Navanagar,919
131,Basti,54021,Belsar,GAUR,1560,Gaur,978
120,Prayagraj,44782,Belsara,KAUDHIYARA,1421,Kaudhiyara,838
146,Ghazipur,63876,Belsaree,BHANWARKOL,1720,Bhanwarkol,1138
148,Gorakhpur,65997,Belsari,BARHALGANJ,1752,Barhalganj,1170
152,Jaunpur,271658,Belsari,SIKRARA,1822,Sikrara,1240
185,Sultanpur,90920,Belsauna,BHADAIYA,2162,Bhadaiya,1580
126,Ballia,50361,Belthra Bazar,SIAR,1506,Siar,923
159,Kheri,73295,Beltua,ISANAGAR,1880,Isanagar,1298
137,Deoria,59077,Belva,DESAI DEORIA,1637,Desai Deoria,1055
183,Sitapur,271530,Belva,SAKRAN,2149,Sakran,1567
152,Jaunpur,69921,Belwa,MARIYAHU,1816,Mariyahu,1234
159,Kheri,73366,Belwa,KUMBHIGOLA,1881,Kumbhigola,1299
137,Deoria,267933,Belwa,BHAGALPUR,1632,Bhagalpur,1050
137,Deoria,271004,Belwa,RAMPUR KARKHANA,1641,Rampur Karkhana,1059
183,Sitapur,89070,Belwa Bahadurpur,BISWAN,2134,Biswan,1552
147,Gonda,65724,Belwa Bazar,RUPAIDEEH,1748,Rupaideeh,1166
127,Balrampur,50486,Belwa Binoohni,BALRAMPUR,1508,Balrampur,925
148,Gorakhpur,66909,Belwa Dadhri,PIPRAULI,1766,Piprauli,1184
183,Sitapur,88993,Belwa Dengra,BEHTA,2133,Behta,1551
183,Sitapur,271088,Belwa Gauhaniya,BEHTA,2133,Behta,1551
147,Gonda,65726,Belwa Karam Deeh,RUPAIDEEH,1748,Rupaideeh,1166
159,Kheri,73255,Belwa Moti,DHAURHARA,1879,Dhaurhara,1297
147,Gonda,65658,Belwa Nohar,PARASPUR,1747,Paraspur,1165
137,Deoria,270417,Belwa Panday,GAURI BAZAR,1638,Gauri Bazar,1056
159,Kheri,73186,Belwa Sikatiya,BIJUWA,1878,Bijuwa,1296
131,Basti,54543,Belwadan,SALTAUA GOPAL PUR,1567,Saltaua Gopal Pur,985
185,Sultanpur,90751,Belwaiamadhaupur,AKHAND NAGAR,2159,Akhand Nagar,1577
121,Ambedkar Nagar,45825,Belwana,BHITI,1435,Bhiti,852
135,Chandauli,57675,Belwani,CHAHNIYA,1616,Chahniya,1034
184,Sonbhadra,270537,Belwania,GHORAWAL,2155,Ghorawal,1573
152,Jaunpur,70578,Belwar,SUJAN GANJ,1825,Sujan Ganj,1243
170,Mirzapur,79816,Belwari,NARAINPUR,1989,Narainpur,1407
185,Sultanpur,269418,Belwari,MOTIGARPUR,2176,Motigarpur,1594
127,Balrampur,50487,Belwasultan Jot,BALRAMPUR,1508,Balrampur,925
123,Azamgarh,47949,Belwaye,PAWAI,1464,Pawai,881
131,Basti,53713,Bely,BAHADURPUR,1556,Bahadurpur,974
131,Basti,53957,Bemahari,DUBAULIYA,1559,Dubauliya,977
175,Rae Bareli,83845,Bemoura Mahesh Khera,LALGANJ,2055,Lalganj,1473
123,Azamgarh,47326,Bemudih Kishundevpur,KOILSA,1455,Koilsa,872
135,Chandauli,58083,Ben,SAHABGANJ,1622,Sahabganj,1040
118,Agra,42936,Benai Kalan,ETMADPUR,1391,Etmadpur,808
153,Jhansi,70747,Benda,BAMAUR,1828,Bamaur,1246
157,Kanpur Nagar,72274,Benda,GHATAMPUR,1861,Ghatampur,1279
152,Jaunpur,270480,Bendauli,BAKSHA,1806,Baksha,1224
174,Pratapgarh,82530,Bendhan Gopalpur,BIHAR,2031,Bihar,1449
120,Prayagraj,44711,Bendo,KARCHHANA,1420,Karchhana,837
176,Rampur,268423,Bendukhera,SAIDNAGAR,2069,Saidnagar,1487
138,Etah,60233,Bendula,SHITALPUR,1657,Shitalpur,1075
147,Gonda,65202,Benduli,ITIATHOK,1740,Itiathok,1158
150,Hardoi,272324,Bengalpur,BHARAWAN,1780,Bharawan,1198
140,Ayodhya,61354,Beni Gaddopur,TARUN,1677,Tarun,1095
175,Rae Bareli,83753,Beni Kama,JAGATPUR,2053,Jagatpur,1471
120,Prayagraj,45449,Beni Pur,SHANKARGARH,1430,Shankargarh,847
147,Gonda,65602,Benia,PANDRI KRIPAL,1746,Pandri Kripal,1164
150,Hardoi,67996,Beniganj Dehat,KOTHAWAN,1786,Kothawan,1204
127,Balrampur,267129,Benijot,BALRAMPUR,1508,Balrampur,925
120,Prayagraj,45371,Benipur,SAIDABAD,1429,Saidabad,846
121,Ambedkar Nagar,46168,Benipur,KATEHARI,1439,Katehari,856
134,Bulandshahr,57459,Benipur,SIKANDRABAD,1612,Sikandrabad,1030
152,Jaunpur,70209,Benipur,RAM PUR,1820,Ram Pur,1238
173,Pilibhit,81822,Benipur,BARKHERA,2022,Barkhera,1440
180,Shahjahanpur,87462,Benipur,SINDHAULI,2111,Sindhauli,1529
183,Sitapur,89071,Benipur,BISWAN,2134,Biswan,1552
183,Sitapur,89234,Benipur,HARGAON,2136,Hargaon,1554
120,Prayagraj,44783,Benipur Arail,KAUDHIYARA,1421,Kaudhiyara,838
147,Gonda,65419,Benipur Belbharia,MANKAPUR,1743,Mankapur,1161
183,Sitapur,89235,Benipur Raja,HARGAON,2136,Hargaon,1554
183,Sitapur,89436,Benisarai,LAHARPUR,2139,Laharpur,1557
142,Fatehpur,62236,Benta,DEVMAI,1690,Devmai,1108
140,Ayodhya,61104,Benva,MAYA BAZAR,1673,Maya Bazar,1091
180,Shahjahanpur,270132,Beor,SINDHAULI,2111,Sindhauli,1529
139,Etawah,60536,Ber,BHARTHANA,1662,Bharthana,1080
140,Ayodhya,267814,Bera,MAYA BAZAR,1673,Maya Bazar,1091
173,Pilibhit,268060,Bera,BISALPUR,2024,Bisalpur,1442
156,Kanpur Dehat,71805,Beramau,MALASA,1853,Malasa,1271
140,Ayodhya,61105,Beraspur,MAYA BAZAR,1673,Maya Bazar,1091
149,Hamirpur,67206,Beri,KURARA,1771,Kurara,1189
167,Mathura,77940,Beri,FARAH,1954,Farah,1372
118,Agra,43193,Beri Chahar,KHERAGARH,1397,Kheragarh,814
139,Etawah,60688,Beri Khera,MAHEWA,1665,Mahewa,1083
157,Kanpur Nagar,267183,Beri Khera,BHITARGAON,1858,Bhitargaon,1276
120,Prayagraj,45042,Beri Tappa Daiya,MANDA,1424,Manda,841
150,Hardoi,68107,Beria Nazirpur,MALLAWAN,1788,Mallawan,1206
159,Kheri,73436,Berihataranpur,LAKHIMPUR,1882,Lakhimpur,1300
170,Mirzapur,79735,Berji Mukundpur,NAGAR (CITY),1988,Nagar (City),1406
159,Kheri,73616,Berkhera,MOHAMMADI,1884,Mohammadi,1302
132,Bijnor,54889,Berkhera Tanda Bila Ahatmali,DHAMPUR,1572,Dhampur,990
132,Bijnor,54886,Berkherachauhan,DHAMPUR,1572,Dhampur,990
123,Azamgarh,47008,Berma,AZMATGARH,1451,Azmatgarh,868
152,Jaunpur,70579,Bermanw,SUJAN GANJ,1825,Sujan Ganj,1243
138,Etah,59831,Berni,JALESAR,1650,Jalesar,1068
152,Jaunpur,271958,Berra,SUJAN GANJ,1825,Sujan Ganj,1243
183,Sitapur,271363,Bersapur,SIDHAULI,2150,Sidhauli,1568
131,Basti,267817,Berta,PARAS RAMPUR,1564,Paras Rampur,982
120,Prayagraj,44294,Berue,BAHRIA,1414,Bahria,831
158,Kaushambi,72720,Berui,KAUSHAMBI,1870,Kaushambi,1288
150,Hardoi,67997,Beruwa,KOTHAWAN,1786,Kothawan,1204
153,Jhansi,70971,Berwai,MAURANIPUR,1832,Mauranipur,1250
147,Gonda,65488,Besahupur,MUJEHANA,1744,Mujehana,1162
183,Sitapur,89163,Besauli,GONDLAMAU,2135,Gondlamau,1553
141,Farrukhabad,61441,Beserpur Tarai,BARHPUR,1678,Barhpur,1096
147,Gonda,65603,Besia Chain,PANDRI KRIPAL,1746,Pandri Kripal,1164
185,Sultanpur,270003,Besna,DOSTPUR,2166,Dostpur,1584
126,Ballia,50253,Beswan,RASRA,1504,Rasra,921
125,Bahraich,267154,Betaura Sarshath,PHAKHARPUR,1485,Phakharpur,902
187,Varanasi,93391,Betavar,KASHI VIDYAPEETH,2203,Kashi Vidyapeeth,1621
127,Balrampur,268232,Bethaniakanhaideeh,GAISRI,1510,Gaisri,927
186,Unnao,92773,Bethar,SIKANDARPUR KARAN,2195,Sikandarpur Karan,1613
185,Sultanpur,91118,Bethara,DOSTPUR,2166,Dostpur,1584
159,Kheri,73296,Beti Sahadave,ISANAGAR,1880,Isanagar,1298
139,Etawah,60537,Betiapur,BHARTHANA,1662,Bharthana,1080
148,Gorakhpur,66910,Betua Urf Chanau,PIPRAULI,1766,Piprauli,1184
130,Bareilly,53587,Beudhan Buzurg,RAMNAGAR,1554,Ramnagar,972
130,Bareilly,53588,Beudhan Khurd,RAMNAGAR,1554,Ramnagar,972
186,Unnao,92351,Bevl Islamabad,GANJ MORADABAD,2188,Ganj Moradabad,1606
135,Chandauli,57913,Bewada,DHANAPUR,1619,Dhanapur,1037
175,Rae Bareli,83547,Bewal,CHHATOH,2048,Chhatoh,1466
174,Pratapgarh,83300,Bewali,SANGIPUR,2043,Sangipur,1461
175,Rae Bareli,84018,Bewali,SALON,2059,Salon,1477
186,Unnao,92657,Bewalmansa Khera,PURWA,2193,Purwa,1611
121,Ambedkar Nagar,45638,Bewana,AKBARPUR,1433,Akbarpur,850
146,Ghazipur,64544,Bezhari,SADAT,1730,Sadat,1148
183,Sitapur,90036,Bezwari,REUSA,2148,Reusa,1566
180,Shahjahanpur,86823,Bhaanbhi,BANDA,2098,Banda,1516
149,Hamirpur,67241,Bhabhai,MAUDAHA,1772,Maudaha,1190
150,Hardoi,67718,Bhabhar Keshopur,BHARKHANI,1781,Bharkhani,1199
149,Hamirpur,67242,Bhabhaura,MAUDAHA,1772,Maudaha,1190
170,Mirzapur,79507,Bhabhaura,JAMALPUR,1984,Jamalpur,1402
120,Prayagraj,45570,Bhabhaura Uparhar,URUWAN,1432,Uruwan,849
146,Ghazipur,64620,Bhabhora,SAIDPUR,1731,Saidpur,1149
185,Sultanpur,91369,Bhabhot,JAISINGHPUR,2170,Jaisinghpur,1588
127,Balrampur,267548,Bhabhri,TULSIPUR,1515,Tulsipur,932
170,Mirzapur,79817,Bhabhuaar,NARAINPUR,1989,Narainpur,1407
144,Gautam Buddha Nagar,63413,Bhabokara,JEWAR,1710,Jewar,1128
177,Saharanpur,85085,Bhabsa,GANGOH,2074,Gangoh,1492
185,Sultanpur,91175,Bhada,DUBEPUR,2167,Dubepur,1585
140,Ayodhya,61355,Bhadaar Khurd,TARUN,1677,Tarun,1095
138,Etah,60010,Bhadaira,NIDHAULI KALAN,1653,Nidhauli Kalan,1071
185,Sultanpur,90921,Bhadaiya,BHADAIYA,2162,Bhadaiya,1580
147,Gonda,65347,Bhadaiyan,KATRA BAZAR,1742,Katra Bazar,1160
124,Baghpat,48574,Bhadal,BINAULI,1473,Binauli,890
167,Mathura,266379,Bhadal Sundar,MATHURA,1957,Mathura,1375
163,Hathras,75918,Bhadamai,HATHRAS,1920,Hathras,1338
143,Firozabad,62782,Bhadana,EKA,1699,Eka,1117
167,Mathura,78029,Bhadanwara,MAT,1956,Mat,1374
153,Jhansi,70748,Bhadar Wara Buzurg,BAMAUR,1828,Bamaur,1246
120,Prayagraj,45300,Bhadari,PRATAPPUR,1428,Pratappur,845
151,Jalaun,68781,Bhadari,KONCH,1799,Konch,1217
