district_code,district_name,gram_panchayat_code,gram_panchayat_name,prd_block_name,prd_block_code,lgd_block_name,lgd_block_code
168,Mau,78810,Ailakh,RATANPURA,1969,Ratanpura,1387
127,Balrampur,50572,Ailara,GAINDAS BUJURG,1509,Gaindas Bujurg,926
152,Jaunpur,69422,Ailia,DOBHI,1809,Dobhi,1227
147,Gonda,64935,Ailiparsouli,BELSAR,1736,Belsar,1154
183,Sitapur,88909,Ailiya,AILIYA,2132,Ailiya,1550
157,Kanpur Nagar,72453,Aima,SARSOL,1865,Sarsol,1283
175,Rae Bareli,84325,Aima Jahanmiyan,UNCHAHAR,2065,Unchahar,1483
174,Pratapgarh,82524,Aima Jatupur,BIHAR,2031,Bihar,1449
166,Mainpuri,77517,Aimanpur,KARHAL,1946,Karhal,1364
175,Rae Bareli,84194,Aimapur,SHIVGARH,2062,Shivgarh,1480
174,Pratapgarh,82459,Aimapur Bindhan,BABAGANJ,2030,Babaganj,1448
173,Pilibhit,82033,Aimi,LALAURIKHERA,2025,Lalaurikhera,1443
176,Rampur,84541,Aimi,MILAK,2068,Milak,1486
140,Ayodhya,61232,Aimi Alapur,PURA BAZAR,1675,Pura Bazar,1093
162,Lucknow,75781,Ain,SAROJANINAGAR,1918,Sarojaninagar,1336
130,Bareilly,267914,Aina,KYARA,1550,Kyara,968
167,Mathura,77888,Ainch,CHHATA,1953,Chhata,1371
150,Hardoi,68390,Aincha Mau,SURSA,1793,Sursa,1211
119,Aligarh,43964,Ainchana,KHAIR,1410,Khair,827
176,Rampur,84542,Ainchora,MILAK,2068,Milak,1486
151,Jalaun,68570,Aindha,DAKORE,1796,Dakore,1214
123,Azamgarh,272065,Ainhia,PALHANI,1463,Palhani,880
186,Unnao,92512,Aini Khurd,MIANGANJ,2191,Mianganj,1609
176,Rampur,84543,Ainjan Khera,MILAK,2068,Milak,1486
142,Fatehpur,62056,Ainjhi,ASOTHAR,1687,Asothar,1105
149,Hamirpur,67298,Ainjhi,MUSKARA,1773,Muskara,1191
150,Hardoi,67472,Ainnua Daan Mandi,AHIRORI,1777,Ahirori,1195
159,Kheri,268782,Ainth Pur,PALIA,1887,Palia,1305
640,Amethi,271172,Aintha,GAURIGANJ,2168,Gauriganj,1586
180,Shahjahanpur,266885,Aintha Hussainpur,BHAWAL KHERA,2099,Bhawal Khera,1517
150,Hardoi,272474,Aintha Khera,PIHANI,1789,Pihani,1207
180,Shahjahanpur,269717,Ainthapur,NIGOHI,2109,Nigohi,1527
174,Pratapgarh,82655,Ainthu,KALAKANKAR,2033,Kalakankar,1451
121,Ambedkar Nagar,46323,Ainwa,TANDA,1441,Tanda,858
151,Jalaun,68571,Air,DAKORE,1796,Dakore,1214
123,Azamgarh,48317,Aira Khurd,TARWA,1469,Tarwa,886
186,Unnao,92829,Airabhadiyar,SIKANDARPUR SARAUSI,2196,Sikandarpur Sarausi,1614
155,Kannauj,71150,Airaho,HASERAN,1842,Haseran,1260
125,Bahraich,49059,Airea,MAHASI,1482,Mahasi,899
122,Auraiya,245436,Airwa Tikur,ERWA KATRA,1447,Erwa Katra,864
122,Auraiya,46759,Airwatikta,ERWA KATRA,1447,Erwa Katra,864
119,Aligarh,44031,Aisi,LODHA,1411,Lodha,828
132,Bijnor,55582,Aisthaijamrudin,NOORPUR,1580,Noorpur,998
139,Etawah,60418,Ajabpur Jhingupur,BARHPURA,1660,Barhpura,1078
135,Chandauli,57669,Ajagara,CHAHNIYA,1616,Chahniya,1034
119,Aligarh,43766,Ajahari,GONDA,1407,Gonda,824
187,Varanasi,93464,Ajaipur,PINDRA,2204,Pindra,1622
137,Deoria,58694,Ajaipura,BARHAJ,1631,Barhaj,1049
186,Unnao,92577,Ajaiya Khera,NAWABGANJ,2192,Nawabganj,1610
121,Ambedkar Nagar,45894,Ajamalpur,BHIYAWAN,1436,Bhiyawan,853
132,Bijnor,55583,Ajampur,NOORPUR,1580,Noorpur,998
132,Bijnor,265592,Ajampur Jamni Bhan Ahatmali,DHAMPUR,1572,Dhampur,990
143,Firozabad,62781,Ajampursiloota,EKA,1699,Eka,1117
159,Kheri,73360,Ajan,KUMBHIGOLA,1881,Kumbhigola,1299
137,Deoria,59194,Ajana,LAR,1639,Lar,1057
140,Ayodhya,61235,Ajana,PURA BAZAR,1675,Pura Bazar,1093
121,Ambedkar Nagar,46056,Ajanpara,JALAL PUR,1438,Jalal Pur,855
122,Auraiya,46540,Ajanpur,AURAIYA,1444,Auraiya,861
156,Kanpur Dehat,71916,Ajanpur Idauti,RASULABAD,1855,Rasulabad,1273
142,Fatehpur,62293,Ajarauli,DHATA,1691,Dhata,1109
158,Kaushambi,72936,Ajarouli,SARSAWAN,1874,Sarsawan,1292
132,Bijnor,266756,Ajdev,JALILPUR,1574,Jalilpur,992
185,Sultanpur,269190,Ajeejpur,JAISINGHPUR,2170,Jaisinghpur,1588
166,Mainpuri,77481,Ajeetganj,JAGEER,1945,Jageer,1363
132,Bijnor,54877,Ajeetpur Dasi,DHAMPUR,1572,Dhampur,990
173,Pilibhit,268977,Ajeetpur Vilah,PURANPUR,2027,Puranpur,1445
159,Kheri,73602,Ajehara,MOHAMMADI,1884,Mohammadi,1302
131,Basti,54531,Ajgaiba Jangal,SALTAUA GOPAL PUR,1567,Saltaua Gopal Pur,985
123,Azamgarh,47185,Ajgara Mashrfi,HARAIYA,1453,Haraiya,870
167,Mathura,77855,Ajhai Khurd,CHAUMUHA,1952,Chaumuha,1370
169,Meerut,78877,Ajhota,DAURALA,1970,Daurala,1388
185,Sultanpur,91625,Ajhuie,KURWAR,2174,Kurwar,1592
186,Unnao,92579,Ajij Pur,NAWABGANJ,2192,Nawabganj,1610
134,Bulandshahr,57322,Ajijabad,PAHASU,1610,Pahasu,1028
125,Bahraich,49254,Ajijpur,PHAKHARPUR,1485,Phakharpur,902
176,Rampur,270214,Ajimnagar,SUAR,2071,Suar,1489
151,Jalaun,68839,Ajitapur,KUTHAUND,1800,Kuthaund,1218
163,Hathras,76107,Ajitpur,SASNI,1923,Sasni,1341
183,Sitapur,90025,Ajjaipur,REUSA,2148,Reusa,1566
119,Aligarh,43689,Ajmaindher,GANGIRI,1406,Gangiri,823
186,Unnao,272225,Ajmat Gadhi,HASANGANJ,2189,Hasanganj,1607
142,Fatehpur,62485,Ajmatpur,KHAJUHA,1694,Khajuha,1112
175,Rae Bareli,83707,Ajmatulla Ganj,HARCHANDPUR,2052,Harchandpur,1470
130,Bareilly,53581,Ajmer,RAMNAGAR,1554,Ramnagar,972
165,Mahoba,77100,Ajnar,JAITPUR,1939,Jaitpur,1357
151,Jalaun,68573,Ajnari,DAKORE,1796,Dakore,1214
139,Etawah,60623,Ajnora,JASWANTNAGAR,1664,Jaswantnagar,1082
161,Lalitpur,75013,Ajnora,BAR,1905,Bar,1323
152,Jaunpur,70562,Ajo,SUJAN GANJ,1825,Sujan Ganj,1243
137,Deoria,270376,Ajoria,BHATPAR RANI,1635,Bhatpar Rani,1053
152,Jaunpur,69623,Ajorpur,KERAKAT,1812,Kerakat,1230
152,Jaunpur,69913,Ajosi,MARIYAHU,1816,Mariyahu,1234
169,Meerut,79005,Ajrara,KHARKHODA,1973,Kharkhoda,1391
140,Ayodhya,61165,Ajrauli,MILKIPUR,1674,Milkipur,1092
163,Hathras,76108,Ajroi,SASNI,1923,Sasni,1341
132,Bijnor,55203,Ajupurarani,KOTWALI,1576,Kotwali,994
159,Kheri,73864,Ajwapur,PASGAWAN,1888,Pasgawan,1306
155,Kannauj,268954,Ajyora,UMARDA,1847,Umarda,1265
157,Kanpur Nagar,72262,Ajyori,GHATAMPUR,1861,Ghatampur,1279
118,Agra,42728,Akabara,ACHHNERA,1386,Achhnera,803
143,Firozabad,62955,Akabarpur Kutubpur,JASRANA,1702,Jasrana,1120
150,Hardoi,67603,Akabarpur Talhu,BEHENDAR,1779,Behendar,1197
183,Sitapur,271569,Akaichanpur Barelee,LAHARPUR,2139,Laharpur,1557
183,Sitapur,89430,Akaichanpur Tappa,LAHARPUR,2139,Laharpur,1557
186,Unnao,92882,Akam Pur,SUMERPUR,2197,Sumerpur,1615
156,Kanpur Dehat,71972,Akana,SANDALPUR,1856,Sandalpur,1274
134,Bulandshahr,56870,Akapur Riyana,BHAWAN BAHADUR NAGAR,1602,Bhawan Bahadur Nagar,1020
119,Aligarh,43345,Akarabad,AKRABAD,1401,Akrabad,818
162,Lucknow,265756,Akarhandoo,GOSAIGANJ,1913,Gosaiganj,1331
174,Pratapgarh,82955,Akaripur,MANDHATA,2038,Mandhata,1456
120,Prayagraj,270413,Akaripur,SORAON,1431,Soraon,848
156,Kanpur Dehat,71625,Akaru,DERAPUR,1850,Derapur,1268
165,Mahoba,77054,Akathauha,CHARKHARI,1938,Charkhari,1356
159,Kheri,74019,Akathi,RAMIA BEHAR,1890,Ramia Behar,1308
186,Unnao,92883,Akathi,SUMERPUR,2197,Sumerpur,1615
149,Hamirpur,67155,Akauna,GOHAND,1770,Gohand,1188
165,Mahoba,77101,Akauna,JAITPUR,1939,Jaitpur,1357
186,Unnao,92223,Akbabad,BIGHAPUR,2186,Bighapur,1604
165,Mahoba,77156,Akbai,KABRAI,1940,Kabrai,1358
183,Sitapur,89739,Akbapur,PAHALA,2144,Pahala,1562
155,Kannauj,71085,Akbar Pur,CHHIBRAMAU,1840,Chhibramau,1258
168,Mau,78729,Akbar Pur,RANIPUR,1968,Ranipur,1386
162,Lucknow,265270,Akbar Pur,MAL,1915,Mal,1333
132,Bijnor,55138,Akbarabad,KIRATPUR,1575,Kiratpur,993
142,Fatehpur,62231,Akbarabad,DEVMAI,1690,Devmai,1108
159,Kheri,73603,Akbarabad,MOHAMMADI,1884,Mohammadi,1302
176,Rampur,84826,Akbarabad,SUAR,2071,Suar,1489
180,Shahjahanpur,87522,Akbarabad Urf Khairpur,TILHAR,2112,Tilhar,1530
134,Bulandshahr,56988,Akbarbas,DANPUR,1604,Danpur,1022
183,Sitapur,89364,Akbarganj,KHAIRABAD,2138,Khairabad,1556
173,Pilibhit,81970,Akbarganj Simra,BISALPUR,2024,Bisalpur,1442
180,Shahjahanpur,87194,Akbari,KHUDAGANJ KATRA,2105,Khudaganj Katra,1523
118,Agra,42852,Akbarpur,BARAULI AHIR,1389,Barauli Ahir,806
119,Aligarh,44033,Akbarpur,LODHA,1411,Lodha,828
127,Balrampur,50697,Akbarpur,HARRIYA SATGHARWA,1511,Harriya Satgharwa,928
134,Bulandshahr,56989,Akbarpur,DANPUR,1604,Danpur,1022
139,Etawah,60476,Akbarpur,BASREHAR,1661,Basrehar,1079
147,Gonda,65539,Akbarpur,NAWABGANJ,1745,Nawabganj,1163
147,Gonda,65806,Akbarpur,TARABGANJ,1749,Tarabganj,1167
150,Hardoi,68102,Akbarpur,MALLAWAN,1788,Mallawan,1206
151,Jalaun,68708,Akbarpur,KADAURA,1798,Kadaura,1216
152,Jaunpur,69624,Akbarpur,KERAKAT,1812,Kerakat,1230
167,Mathura,77856,Akbarpur,CHAUMUHA,1952,Chaumuha,1370
167,Mathura,78025,Akbarpur,MAT,1956,Mat,1374
180,Shahjahanpur,87195,Akbarpur,KHUDAGANJ KATRA,2105,Khudaganj Katra,1523
186,Unnao,92224,Akbarpur,BIGHAPUR,2186,Bighapur,1604
155,Kannauj,267616,Akbarpur,GUGHRAPUR,1841,Gughrapur,1259
132,Bijnor,269127,Akbarpur Aonla,NAJIBABAD,1578,Najibabad,996
136,Chitrakoot,58222,Akbarpur B,KARWI,1624,Karwi,1042
177,Saharanpur,85539,Akbarpur Bans Must.,SADAULI QADEEM,2081,Sadauli Qadeem,1499
157,Kanpur Nagar,72078,Akbarpur Barui,BHITARGAON,1858,Bhitargaon,1276
134,Bulandshahr,57323,Akbarpur Bas Kaneni,PAHASU,1610,Pahasu,1028
162,Lucknow,265341,Akbarpur Beniganj,MOHANLALGANJ,1917,Mohanlalganj,1335
166,Mainpuri,77356,Akbarpur Biku,BEWAR,1943,Bewar,1361
157,Kanpur Nagar,72263,Akbarpur Birbal Bangar,GHATAMPUR,1861,Ghatampur,1279
125,Bahraich,49255,Akbarpur Bujurug,PHAKHARPUR,1485,Phakharpur,902
186,Unnao,92830,Akbarpur Dabauli,SIKANDARPUR SARAUSI,2196,Sikandarpur Sarausi,1614
169,Meerut,78921,Akbarpur Garhi,HASTINAPUR,1971,Hastinapur,1389
157,Kanpur Nagar,72408,Akbarpur Jhawaiya,PATARA,1864,Patara,1282
134,Bulandshahr,57109,Akbarpur Jhojha,GULAOTHI,1606,Gulaothi,1024
175,Rae Bareli,83929,Akbarpur Kachhwah,RAHI,2057,Rahi,1475
183,Sitapur,89365,Akbarpur Khurd,KHAIRABAD,2138,Khairabad,1556
138,Etah,59522,Akbarpur Lal Sahai,ALIGANJ,1645,Aliganj,1063
143,Firozabad,264865,Akbarpur Mastpur,HATHWANT,1701,Hathwant,1119
150,Hardoi,67785,Akbarpur Pasnamau,BILGRAM,1782,Bilgram,1200
183,Sitapur,90168,Akbarpur Rewan,SIDHAULI,2150,Sidhauli,1568
169,Meerut,79076,Akbarpur Sadat,MAWANA KALAN,1975,Mawana Kalan,1393
120,Prayagraj,270401,Akbarpur Saraideena,MAUAIMA,1425,Mauaima,842
138,Etah,59827,Akbarpur Satha,JALESAR,1650,Jalesar,1068
157,Kanpur Nagar,72147,Akbarpur Senga,BILHAUR,1859,Bilhaur,1277
183,Sitapur,271424,Akbarpur Unai,SIDHAULI,2150,Sidhauli,1568
120,Prayagraj,44822,Akbarpur Urf Gangaganj,KAURIHAR,1422,Kaurihar,839
151,Jalaun,68904,Akbarpura,MADHOGARH,1801,Madhogarh,1219
132,Bijnor,54812,Akbarpurasha,BUDHANPUR SEOHARA,1571,Budhanpur Seohara,989
186,Unnao,92513,Akberpur,MIANGANJ,2191,Mianganj,1609
132,Bijnor,55312,Akberpurangakhrhi,MOHAMMEDPUR DEOMAL,1577,Mohammedpur Deomal,995
131,Basti,54236,Akela Kuberpur,KUDARAHA,1563,Kudaraha,981
130,Bareilly,52785,Akha,BAHERI,1542,Baheri,960
152,Jaunpur,69423,Akhaipur,DOBHI,1809,Dobhi,1227
163,Hathras,76109,Akhaipur,SASNI,1923,Sasni,1341
185,Sultanpur,91550,Akhalkiri Karwat,KUREBHAR,2173,Kurebhar,1591
137,Deoria,58987,Akhanpura,DEORIA SADAR,1636,Deoria Sadar,1054
126,Ballia,49845,Akhar,DUBHAR,1496,Dubhar,913
157,Kanpur Nagar,72454,Akhari,SARSOL,1865,Sarsol,1283
183,Sitapur,271500,Akhari,RAMPUR MATHURA,2147,Rampur Mathura,1565
120,Prayagraj,45146,Akhari Shahpur,MEJA,1426,Meja,843
146,Ghazipur,64011,Akhatiyarpur,GHAZIPUR,1722,Ghazipur,1140
183,Sitapur,271436,Akhatyarpur,HARGAON,2136,Hargaon,1554
118,Agra,42777,Akhbai,AKOLA,1387,Akola,804
138,Etah,59950,Akhtauli Nayabans,MAREHRA,1652,Marehra,1070
125,Bahraich,49256,Akhtayara Pur,PHAKHARPUR,1485,Phakharpur,902
130,Bareilly,266762,Akhtiarpur,BHOJIPURA,1544,Bhojipura,962
180,Shahjahanpur,86954,Akhtiyar Nagar Urf Eknaura,DADROL,2100,Dadrol,1518
126,Ballia,50428,Akhtiyarpur,SOHANV,1507,Sohanv,924
140,Ayodhya,52342,Akhtiyarpur,RUDAULI,1536,Rudauli,954
154,Amroha,238655,Akhtiyarpur Bhoor,DHANAURA,1835,Dhanaura,1253
130,Bareilly,53497,Akhtiyarpur Nawadia,NAWABGANJ,1553,Nawabganj,971
134,Bulandshahr,57209,Akhtyarpur,KHURJA,1608,Khurja,1026
169,Meerut,78878,Akhtyarpur,DAURALA,1970,Daurala,1388
180,Shahjahanpur,86816,Akhtyarpur Dhaukal,BANDA,2098,Banda,1516
180,Shahjahanpur,242951,Akhtyarpur Miyapur,SINDHAULI,2111,Sindhauli,1529
152,Jaunpur,270818,Akhua,MAHARAJ GANJ,1815,Maharaj Ganj,1233
130,Bareilly,53634,Akilabad,SHERGARH,1555,Shergarh,973
143,Firozabad,63064,Akilabad Hanspur,NARKHI,1704,Narkhi,1122
155,Kannauj,268983,Akilpur,KANNAUJ,1844,Kannauj,1262
142,Fatehpur,62294,Akilpur Airayan,DHATA,1691,Dhata,1109
152,Jaunpur,69686,Akkhipur,KHUTHAN,1813,Khuthan,1231
151,Jalaun,69019,Akniwa,NADIGAON,1803,Nadigaon,1221
135,Chandauli,57822,Akoda Kala,CHANDAULI,1618,Chandauli,1036
120,Prayagraj,44772,Akodha,KAUDHIYARA,1421,Kaudhiyara,838
185,Sultanpur,269279,Akodhi,KUREBHAR,2173,Kurebhar,1591
150,Hardoi,272276,Akohara Newada,BEHENDAR,1779,Behendar,1197
147,Gonda,65651,Akohari,PARASPUR,1747,Paraspur,1165
186,Unnao,92468,Akohari,HILAULI,2190,Hilauli,1608
175,Rae Bareli,83787,Akohriya,KHIRON,2054,Khiron,1472
148,Gorakhpur,66729,Akolahee,KHORABAR,1763,Khorabar,1181
123,Azamgarh,47395,Akolhi,LALGANJ,1456,Lalganj,873
126,Ballia,272646,Akolhi,BANSDIH,1492,Bansdih,909
168,Mau,78486,Akolhi Mubarakpur,GHOSI,1964,Ghosi,1382
176,Rampur,84544,Akonda,MILAK,2068,Milak,1486
175,Rae Bareli,83788,Akoni,KHIRON,2054,Khiron,1472
132,Bijnor,55051,Akontha,JALILPUR,1574,Jalilpur,992
152,Jaunpur,271408,Akopur,RAM PUR,1820,Ram Pur,1238
151,Jalaun,68574,Akorhi,DAKORE,1796,Dakore,1214
151,Jalaun,68647,Akorhi,JALAUN,1797,Jalaun,1215
156,Kanpur Dehat,71795,Akorhi,MALASA,1853,Malasa,1271
151,Jalaun,68709,Akori,KADAURA,1798,Kadaura,1216
147,Gonda,64936,Akouni,BELSAR,1736,Belsar,1154
146,Ghazipur,64274,Akrav,MANIHARI,1726,Manihari,1144
119,Aligarh,43965,Akravat,KHAIR,1410,Khair,827
131,Basti,269164,Aksara,BAHADURPUR,1556,Bahadurpur,974
153,Jhansi,70964,Akseo,MAURANIPUR,1832,Mauranipur,1250
137,Deoria,270400,Aktahia,DESAI DEORIA,1637,Desai Deoria,1055
137,Deoria,59118,Aktahia Urf Matiyari,GAURI BAZAR,1638,Gauri Bazar,1056
137,Deoria,58741,Akuba,BHAGALPUR,1632,Bhagalpur,1050
146,Ghazipur,64145,Akunhspur,KARANDA,1724,Karanda,1142
148,Gorakhpur,66369,Akusi,GAGAHA,1758,Gagaha,1176
140,Ayodhya,61233,Akvara,PURA BAZAR,1675,Pura Bazar,1093
131,Basti,54685,Akwara,VIKRAM JOT,1569,Vikram Jot,987
132,Bijnor,55048,Akwarpurjhoja,JALILPUR,1574,Jalilpur,992
150,Hardoi,67604,Aladadpur Newada,BEHENDAR,1779,Behendar,1197
132,Bijnor,54878,Aladinpurbhutpura,DHAMPUR,1572,Dhampur,990
176,Rampur,84726,Alafganj,SHAHABAD,2070,Shahabad,1488
119,Aligarh,44034,Alahadadpur Nivry,LODHA,1411,Lodha,828
155,Kannauj,71302,Alahdad Pur,SAURIKH,1845,Saurikh,1263
119,Aligarh,43620,Alahdadpur,DHANIPUR,1405,Dhanipur,822
119,Aligarh,43690,Alahdadpur,GANGIRI,1406,Gangiri,823
185,Sultanpur,91112,Alahdadpur,DOSTPUR,2166,Dostpur,1584
135,Chandauli,273697,Alahi,CHANDAULI,1618,Chandauli,1036
139,Etawah,266119,Alai,JASWANTNAGAR,1664,Jaswantnagar,1082
151,Jalaun,68648,Alaipura,JALAUN,1797,Jalaun,1215
146,Ghazipur,270622,Alam Ganj,ZAMANIA,1734,Zamania,1152
150,Hardoi,68510,Alam Nagar,TODARPUR,1795,Todarpur,1213
153,Jhansi,70739,Alam Pura,BAMAUR,1828,Bamaur,1246
183,Sitapur,271422,Alamapur,SIDHAULI,2150,Sidhauli,1568
148,Gorakhpur,66251,Alamchak,CAMPIERGANJ,1756,Campierganj,1174
152,Jaunpur,69300,Alamganj,BARASATHI,1807,Barasathi,1225
169,Meerut,79233,Alamgir Pur,ROHTA,1979,Rohta,1397
169,Meerut,79143,Alamgirpur Badhla,PARIKSHITGARH,1977,Parikshitgarh,1395
134,Bulandshahr,57271,Alamgirpur Dhanaura,LAKHAOTHI,1609,Lakhaothi,1027
134,Bulandshahr,57272,Alamgirpur Nainsukh,LAKHAOTHI,1609,Lakhaothi,1027
169,Meerut,79270,Alamgirpur-Faridpur,SARDHANA,1980,Sardhana,1398
135,Chandauli,268240,Alamkhatopur,DHANAPUR,1619,Dhanapur,1037
119,Aligarh,43346,Alampur,AKRABAD,1401,Akrabad,818
123,Azamgarh,46855,Alampur,AHIRAULA,1449,Ahiraula,866
123,Azamgarh,47936,Alampur,PAWAI,1464,Pawai,881
142,Fatehpur,62233,Alampur,DEVMAI,1690,Devmai,1108
156,Kanpur Dehat,71857,Alampur,RAJPUR,1854,Rajpur,1272
175,Rae Bareli,83837,Alampur,LALGANJ,2055,Lalganj,1473
177,Saharanpur,85076,Alampur,GANGOH,2074,Gangoh,1492
180,Shahjahanpur,87013,Alampur,JAITIPUR,2101,Jaitipur,1519
180,Shahjahanpur,87455,Alampur,SINDHAULI,2111,Sindhauli,1529
133,Budaun,264039,Alampur,JAGAT,1588,Jagat,1006
154,Amroha,265175,Alampur,GAJRAULA,1836,Gajraula,1254
175,Rae Bareli,269286,Alampur,CHHATOH,2048,Chhatoh,1466
150,Hardoi,272292,Alampur,BHARAWAN,1780,Bharawan,1198
150,Hardoi,272535,Alampur,SANDILA,1791,Sandila,1209
169,Meerut,79188,Alampur Buzurg,RAJPURA,1978,Rajpura,1396
166,Mainpuri,271194,Alampur Deha,BARNAHAL,1942,Barnahal,1360
119,Aligarh,43691,Alampur Fatehpur,GANGIRI,1406,Gangiri,823
132,Bijnor,266963,Alampur Ganga,KIRATPUR,1575,Kiratpur,993
132,Bijnor,54755,Alampur Ganvanri,AFZALGARH,1570,Afzalgarh,988
142,Fatehpur,62295,Alampur Geria,DHATA,1691,Dhata,1109
130,Bareilly,52702,Alampur Japhrabad,AALAMPUR JAFARABAD,1541,Aalampur Jafarabad,959
177,Saharanpur,85157,Alampur Kalan,MUZAFFARABAD,2075,Muzaffarabad,1493
143,Firozabad,62832,Alampur Kaneta,FIROZABAD,1700,Firozabad,1118
156,Kanpur Dehat,71917,Alampur Khera,RASULABAD,1855,Rasulabad,1273
130,Bareilly,53582,Alampur Kot,RAMNAGAR,1554,Ramnagar,972
186,Unnao,92400,Alampur Latifpur,HASANGANJ,2189,Hasanganj,1607
142,Fatehpur,62157,Alampur Narhi,BHITAURA,1689,Bhitaura,1107
139,Etawah,60624,Alampur Nariya,JASWANTNAGAR,1664,Jaswantnagar,1082
180,Shahjahanpur,86817,Alampur Pipriya,BANDA,2098,Banda,1516
119,Aligarh,43692,Alampur Rani,GANGIRI,1406,Gangiri,823
134,Bulandshahr,57051,Alampur Urf Chilmapur,DIBAI,1605,Dibai,1023
143,Firozabad,62833,Alampura Jarkhi,FIROZABAD,1700,Firozabad,1118
132,Bijnor,55584,Alampuredwa,NOORPUR,1580,Noorpur,998
132,Bijnor,268051,Alampuri,BUDHANPUR SEOHARA,1571,Budhanpur Seohara,989
147,Gonda,65405,Alanpur Grint,MANKAPUR,1743,Mankapur,1161
140,Ayodhya,61092,Alapur,MAYA BAZAR,1673,Maya Bazar,1091
156,Kanpur Dehat,72025,Alapur,SARBANKHERA,1857,Sarbankhera,1275
161,Lalitpur,75133,Alapur,JAKHAURA,1907,Jakhaura,1325
185,Sultanpur,91756,Alapur,MOTIGARPUR,2176,Motigarpur,1594
168,Mau,270611,Alapur,FATEHPUR MADAUN,1963,Fatehpur Madaun,1381
152,Jaunpur,69766,Alapur Godhana,MACHCHALI SHAHAR,1814,Machchali Shahar,1232
132,Bijnor,55313,Alauddinpur,MOHAMMEDPUR DEOMAL,1577,Mohammedpur Deomal,995
147,Gonda,64869,Alauddinpur,BABHANJOT,1735,Babhanjot,1153
168,Mau,78612,Alauddinpur,MOHAMMADABAD GOHANA,1966,Mohammadabad Gohana,1384
132,Bijnor,270233,Alauddinpur,KOTWALI,1576,Kotwali,994
137,Deoria,58871,Alavalpur,BHATNI,1634,Bhatni,1052
140,Ayodhya,61234,Alavalpur,PURA BAZAR,1675,Pura Bazar,1093
134,Bulandshahr,56871,Alavas Baturi,BHAWAN BAHADUR NAGAR,1602,Bhawan Bahadur Nagar,1020
146,Ghazipur,64275,Alawal Pur,MANIHARI,1726,Manihari,1144
120,Prayagraj,45095,Alawalpur,MAUAIMA,1425,Mauaima,842
121,Ambedkar Nagar,45620,Alawalpur,AKBARPUR,1433,Akbarpur,850
124,Baghpat,48520,Alawalpur,BARAUT,1472,Baraut,889
175,Rae Bareli,83633,Alawalpur,DEENSHAH GAURA,2050,Deenshah Gaura,1468
174,Pratapgarh,267268,Alawalpur,SANGIPUR,2043,Sangipur,1461
183,Sitapur,271494,Alawalpur,PARSENDI,2145,Parsendi,1563
186,Unnao,272195,Alawalpur,SUMERPUR,2197,Sumerpur,1615
150,Hardoi,272394,Alawalpur,HARIYAWAN,1783,Hariyawan,1201
158,Kaushambi,72653,Alawalpur Tikari,KARA,1869,Kara,1287
158,Kaushambi,72938,Alawara,SARSAWAN,1874,Sarsawan,1292
162,Lucknow,75356,Aldampur,BAKSHI-KA-TALAB,1911,Bakshi-Ka-Talab,1329
186,Unnao,92065,Aldao,AURAS,2183,Auras,1601
148,Gorakhpur,271622,Alenabad,CAMPIERGANJ,1756,Campierganj,1174
186,Unnao,92170,Algangarh,BICHHIYA,2185,Bichhiya,1603
180,Shahjahanpur,242403,Alhadadpur Baihari,JALALABAD,2102,Jalalabad,1520
141,Farrukhabad,267134,Alhadadpur Bhatuli,RAJEPUR,1683,Rajepur,1101
152,Jaunpur,69217,Alhadia,BAKSHA,1806,Baksha,1224
163,Hathras,75910,Alhepur Chursen,HATHRAS,1920,Hathras,1338
177,Saharanpur,85158,Alheri,MUZAFFARABAD,2075,Muzaffarabad,1493
130,Bareilly,52875,Alhiya,BHADPURA,1543,Bhadpura,961
170,Mirzapur,269213,Alhuwa,NARAINPUR,1989,Narainpur,1407
180,Shahjahanpur,87014,Ali Akbarpur Urf Navada,JAITIPUR,2101,Jaitipur,1519
123,Azamgarh,47937,Ali Nagar,PAWAI,1464,Pawai,881
155,Kannauj,71151,Ali Nagar,HASERAN,1842,Haseran,1260
176,Rampur,84473,Ali Nagar Janoobi,CHAMRAON,2067,Chamraon,1485
125,Bahraich,49391,Ali Nagar Khurd,RISIA,1487,Risia,904
150,Hardoi,68449,Ali Nager,TANDIYAWAN,1794,Tandiyawan,1212
155,Kannauj,71184,Ali Nager,JALALABAD,1843,Jalalabad,1261
168,Mau,78731,Ali Nager,RANIPUR,1968,Ranipur,1386
176,Rampur,268034,Ali Pur Thaka,BILASPUR,2066,Bilaspur,1484
159,Kheri,73179,"Alia,Pur",BIJUWA,1878,Bijuwa,1296
175,Rae Bareli,271866,Aliganj,SALON,2059,Salon,1477
150,Hardoi,67899,Aliganj Nan Kheriya,HARPALPUR,1784,Harpalpur,1202
148,Gorakhpur,66252,Aligarh,CAMPIERGANJ,1756,Campierganj,1174
150,Hardoi,67786,Aligarh,BILGRAM,1782,Bilgram,1200
141,Farrukhabad,61794,Aligarh Muhaddinpur,RAJEPUR,1683,Rajepur,1101
146,Ghazipur,64608,Alimapur,SAIDPUR,1731,Saidpur,1149
185,Sultanpur,90740,Alimuddinpur,AKHAND NAGAR,2159,Akhand Nagar,1577
130,Bareilly,266212,Alinagar,AALAMPUR JAFARABAD,1541,Aalampur Jafarabad,959
640,Amethi,268019,Alinagar,JAGDISHPUR,2169,Jagdishpur,1587
