local_body_type_code,local_body_type,local_body_code,local_body_name,district_code,parent_local_body_code
3,Gram Panchayat,53240,Kisurra,130,1548
3,Gram Panchayat,67267,Kiswahi,149,1772
3,Gram Panchayat,42754,Kitham,118,1386
3,Gram Panchayat,84046,Kithanwa,175,2059
3,Gram Panchayat,43921,Kithara,119,1409
3,Gram Panchayat,60875,Kithava,140,1668
3,Gram Panchayat,91583,Kithawan,185,2173
3,Gram Panchayat,85792,Kithiuri,178,2084
3,Gram Panchayat,79054,Kithor Rural,169,1974
3,Gram Panchayat,268575,Kitona,130,1554
3,Gram Panchayat,51601,Kitthaiya,129,1525
3,Gram Panchayat,51603,Kitthuree,129,1525
3,Gram Panchayat,43233,Kiyori,118,1398
3,Gram Panchayat,70234,Kochari,152,1820
3,Gram Panchayat,43663,Kochhorh,119,1405
3,Gram Panchayat,65760,Kochwa,147,1748
3,Gram Panchayat,93103,Kodai,187,2199
3,Gram Panchayat,268140,Kodai,184,2157
3,Gram Panchayat,70235,Kodaila,152,1820
3,Gram Panchayat,271155,Kodaincha,178,2085
3,Gram Panchayat,59407,Kodar,137,1642
3,Gram Panchayat,62080,Kodar,142,1687
3,Gram Panchayat,66014,Kodar Nil Kanth,148,1752
3,Gram Panchayat,92672,Kodara,186,2193
3,Gram Panchayat,271150,Kodara,160,1897
3,Gram Panchayat,86088,Kodara Bhual Patti,178,2088
3,Gram Panchayat,75748,Kodara Raipur,162,1917
3,Gram Panchayat,50742,Kodari,127,1511
3,Gram Panchayat,66804,Kodari,148,1764
3,Gram Panchayat,273877,Kodarikhas,182,2118
3,Gram Panchayat,90209,Kodariya,183,2150
3,Gram Panchayat,272446,Kodarmau,150,1788
3,Gram Panchayat,62192,Kodarpur,142,1689
3,Gram Panchayat,259775,Kodashamshabad,134,1607
3,Gram Panchayat,89994,Kodaura,183,2147
3,Gram Panchayat,267451,Kodhaniya,120,1432
3,Gram Panchayat,271560,Kodikapur,183,2135
3,Gram Panchayat,54912,Kodipura,132,1572
3,Gram Panchayat,49808,Kodra,126,1495
3,Gram Panchayat,62802,Kodra,143,1699
3,Gram Panchayat,272005,Kodra,121,1434
3,Gram Panchayat,265974,Kodra Jahangirpur,163,1919
3,Gram Panchayat,92432,Kodra Lakhora,186,2189
3,Gram Panchayat,83258,Kodra Madupur,174,2042
3,Gram Panchayat,68355,Kodra Saraiya,150,1792
3,Gram Panchayat,59485,Kodra Thakur,137,1643
3,Gram Panchayat,92921,Kodrabakht Khera,186,2197
3,Gram Panchayat,82554,Kodrajeet,174,2031
3,Gram Panchayat,88705,Kodraon Nankar,182,2128
3,Gram Panchayat,268202,Kodrashal,174,2031
3,Gram Panchayat,50652,Kodri,127,1510
3,Gram Panchayat,51791,Kodri,129,1528
3,Gram Panchayat,62926,Kodri,143,1701
3,Gram Panchayat,67641,Kodri,150,1779
3,Gram Panchayat,270467,Kodri,146,1731
3,Gram Panchayat,52194,Kodri Gopalpur,129,1533
3,Gram Panchayat,66993,Kodri Kala,148,1767
3,Gram Panchayat,68419,Kodwa,150,1793
3,Gram Panchayat,90068,Kodwa Dhamdhampur,183,2148
3,Gram Panchayat,86089,Kodwat,178,2088
3,Gram Panchayat,269446,Koelasa,178,2091
3,Gram Panchayat,65896,Koeli Jangal,147,1750
3,Gram Panchayat,88393,Koelighat,182,2124
3,Gram Panchayat,50532,Koeliha,127,1508
3,Gram Panchayat,265470,Koet Dakshin,120,1416
3,Gram Panchayat,77963,Koh,167,1954
3,Gram Panchayat,53832,Kohadhwa,131,1557
3,Gram Panchayat,76661,Kohadwal,164,1932
3,Gram Panchayat,45474,Kohandia,120,1430
3,Gram Panchayat,77266,Kohaniya,165,1941
3,Gram Panchayat,47982,Kohara,123,1464
3,Gram Panchayat,57934,Kohara,135,1619
3,Gram Panchayat,59226,Kohara,137,1639
3,Gram Panchayat,69585,Kohara,152,1811
3,Gram Panchayat,69586,Kohara Sultanpur,152,1811
3,Gram Panchayat,90468,Koharatha,184,2155
3,Gram Panchayat,76662,Kohargaddi,164,1932
3,Gram Panchayat,270686,Kohari,152,1810
3,Gram Panchayat,83068,Koharoa,174,2039
3,Gram Panchayat,76576,Koharval,164,1931
3,Gram Panchayat,74629,Koharwalia,160,1899
3,Gram Panchayat,93344,Kohasi,187,2202
3,Gram Panchayat,83128,Kohda,174,2040
3,Gram Panchayat,54494,Kohera,131,1566
3,Gram Panchayat,79097,Kohla,169,1975
3,Gram Panchayat,86149,Kohlawa,178,2089
3,Gram Panchayat,267170,Kohni,130,1546
3,Gram Panchayat,268142,Kohni,180,2100
3,Gram Panchayat,264955,Kohni Jafrabad,133,1595
3,Gram Panchayat,70533,Kohra,152,1824
3,Gram Panchayat,72302,Kohra,157,1861
3,Gram Panchayat,266066,Kohra,133,1587
3,Gram Panchayat,91144,Kohraa,185,2166
3,Gram Panchayat,45175,Kohrar,120,1426
3,Gram Panchayat,47789,Kohraura,123,1461
3,Gram Panchayat,86208,Koil Bhar,178,2090
3,Gram Panchayat,76338,Koiladar,164,1927
3,Gram Panchayat,93104,Koilar,187,2199
3,Gram Panchayat,67826,Koilara,150,1782
3,Gram Panchayat,86388,Koilara,179,2093
3,Gram Panchayat,69459,Koilari,152,1809
3,Gram Panchayat,270614,Koilari,123,1454
3,Gram Panchayat,47790,Koilari Bujurg,123,1461
3,Gram Panchayat,47791,Koilari Khurd,123,1461
3,Gram Panchayat,74161,Koilaswa Buzurg,160,1892
3,Gram Panchayat,58594,Koilgaraha,137,1629
3,Gram Panchayat,271447,Koindha,160,1901
3,Gram Panchayat,74768,Koindibariyarpur,160,1901
3,Gram Panchayat,93346,Koirajpur,187,2202
3,Gram Panchayat,78583,Koiriyapar,168,1965
3,Gram Panchayat,75945,Koka,163,1920
3,Gram Panchayat,61768,Kokapur,141,1682
3,Gram Panchayat,60651,Kokawali,139,1664
3,Gram Panchayat,47049,Kokil Par,123,1451
3,Gram Panchayat,76200,Kokna Kalan,163,1924
3,Gram Panchayat,76201,Kokna Khurd,163,1924
3,Gram Panchayat,89334,Koknamau,183,2137
3,Gram Panchayat,79098,Kol,169,1975
3,Gram Panchayat,83259,Kol Bazardeeha,174,2042
3,Gram Panchayat,58276,Kol Gadhiya,136,1624
3,Gram Panchayat,49698,Kol Kala,126,1492
3,Gram Panchayat,58406,Kol Majara,136,1626
3,Gram Panchayat,272168,Kol Pandey,123,1463
3,Gram Panchayat,59486,Kola,137,1643
3,Gram Panchayat,60609,Kola,139,1663
3,Gram Panchayat,61319,Kola,140,1676
3,Gram Panchayat,242404,Kola,180,2102
3,Gram Panchayat,52012,Kola Gahbadhi,129,1531
3,Gram Panchayat,270582,Kolahata Kamal,123,1455
3,Gram Panchayat,86489,Kolahd,179,2094
3,Gram Panchayat,90470,Kolakari,184,2155
3,Gram Panchayat,62863,Kolamai,143,1700
3,Gram Panchayat,43311,Kolara Kalan,118,1400
3,Gram Panchayat,43312,Kolara Khurd,118,1400
3,Gram Panchayat,43313,Kolari,118,1400
3,Gram Panchayat,44989,Kolasara,120,1423
3,Gram Panchayat,52676,Kolhada,129,1540
3,Gram Panchayat,50826,Kolhai,127,1512
3,Gram Panchayat,65572,Kolhampur Imam,147,1745
3,Gram Panchayat,79770,Kolhan,170,1988
3,Gram Panchayat,268842,Kolhauri,159,1889
3,Gram Panchayat,48278,Kolhpur,123,1468
3,Gram Panchayat,86090,Kolhu Garha,178,2088
3,Gram Panchayat,59029,Kolhua,137,1636
3,Gram Panchayat,69885,Kolhua,152,1815
3,Gram Panchayat,85937,Kolhua,178,2086
3,Gram Panchayat,268266,Kolhua,160,1895
3,Gram Panchayat,272341,Kolhua,148,1755
3,Gram Panchayat,79615,Kolhua Bhoj,170,1985
3,Gram Panchayat,78381,Kolhua Khas,168,1962
3,Gram Panchayat,85725,Kolhua Lakra,178,2083
3,Gram Panchayat,50965,Kolhuai Binauni,127,1514
3,Gram Panchayat,76302,Kolhuee,164,1926
3,Gram Panchayat,64909,Kolhuee Garib,147,1735
3,Gram Panchayat,87266,Kolhugarha,180,2106
3,Gram Panchayat,88706,Kolhui,182,2128
3,Gram Panchayat,267659,Kolhui,131,1565
3,Gram Panchayat,273916,Kolhui Bujurg,182,2118
3,Gram Panchayat,50653,Kolhuia Bhojpur,127,1510
3,Gram Panchayat,89704,Kolhuwa,183,2143
3,Gram Panchayat,268912,Kolhuwa,158,1874
3,Gram Panchayat,269635,Kolhuwamau,185,2170
3,Gram Panchayat,66938,Kolia Mafi,148,1766
3,Gram Panchayat,271250,Kolindubha,184,2154
3,Gram Panchayat,90069,Koliya Chhariya,183,2148
3,Gram Panchayat,79654,Kolkam Kala,170,1986
3,Gram Panchayat,85793,Kolki Chamarsan,178,2084
3,Gram Panchayat,84982,Kolki Kalalan,177,2072
3,Gram Panchayat,85446,Kolki Ranghad,177,2079
3,Gram Panchayat,268751,Kolluri,159,1886
3,Gram Panchayat,92794,Koluhuwa Gara,186,2195
3,Gram Panchayat,79851,Kolund,170,1989
3,Gram Panchayat,51950,Kolwa,129,1530
3,Gram Panchayat,83559,Kolwa,175,2048
3,Gram Panchayat,70714,Kolwan,153,1827
3,Gram Panchayat,70236,Kolwari,152,1820
3,Gram Panchayat,86490,Kom,179,2094
3,Gram Panchayat,76145,Komari,163,1923
3,Gram Panchayat,80027,Kon,170,1992
3,Gram Panchayat,45176,Kona,120,1426
3,Gram Panchayat,51790,Kona Gaon,129,1528
3,Gram Panchayat,78093,Konai,167,1957
3,Gram Panchayat,60935,Koncha,140,1669
3,Gram Panchayat,65167,Koncha Kasimpur,147,1739
3,Gram Panchayat,53746,Kondar,131,1556
3,Gram Panchayat,65897,Kondar,147,1750
3,Gram Panchayat,78776,Kondar,168,1968
3,Gram Panchayat,82491,Kondar Khurd,174,2030
3,Gram Panchayat,84114,Kondara,175,2060
3,Gram Panchayat,83438,Kondaras Buzurg,175,2045
3,Gram Panchayat,87610,Kondri Digar,181,2113
3,Gram Panchayat,51270,Konee,128,1519
3,Gram Panchayat,66754,Konee,148,1763
3,Gram Panchayat,90260,Konga,184,2151
3,Gram Panchayat,65100,Konhata,147,1738
3,Gram Panchayat,241741,Konhavalia,137,1644
3,Gram Panchayat,241742,Konhavalia Baburai,137,1644
3,Gram Panchayat,241743,Konhavalia Bharathrai,137,1644
3,Gram Panchayat,66864,Koni,148,1765
3,Gram Panchayat,58407,Koniya,136,1626
3,Gram Panchayat,270600,Koniya,168,1969
3,Gram Panchayat,58408,Konpa,136,1626
3,Gram Panchayat,84172,Konsa,175,2061
3,Gram Panchayat,297334,Koobri Bhoor,659,1586
3,Gram Panchayat,68540,Koochi Khera,150,1795
3,Gram Panchayat,43125,Kookapur,118,1395
3,Gram Panchayat,71211,Koolapur,155,1843
3,Gram Panchayat,59573,Koolhapur Buzurg,138,1645
3,Gram Panchayat,270084,Koomhi Hamjabad,185,2172
3,Gram Panchayat,265511,Koomppura,118,1392
3,Gram Panchayat,51474,Koorahu,128,1523
3,Gram Panchayat,48636,Koori,124,1474
3,Gram Panchayat,50268,Kop,126,1504
3,Gram Panchayat,87428,Kop Navalpur,180,2110
3,Gram Panchayat,70326,Kopa,152,1821
3,Gram Panchayat,82360,Kopa,174,2028
3,Gram Panchayat,265591,Kopa Bila Ahatmali,132,1572
3,Gram Panchayat,49930,Kopwa,126,1497
3,Gram Panchayat,52467,Kopwa,129,1537
3,Gram Panchayat,90261,Korachi,184,2151
3,Gram Panchayat,43456,Korah Raghupura,119,1402
3,Gram Panchayat,43055,Korai,118,1393
3,Gram Panchayat,62650,Korai,142,1696
3,Gram Panchayat,89258,Koraiya Gangadas,183,2136
3,Gram Panchayat,73470,Koraiya Gangal,159,1882
3,Gram Panchayat,73145,Koraiya Mufart,159,1877
3,Gram Panchayat,73715,Koraiya Sanjar,159,1885
3,Gram Panchayat,268688,Koraiyaal,159,1885
3,Gram Panchayat,62586,Koraiyan,142,1695
3,Gram Panchayat,69809,Koramalpur,152,1814
3,Gram Panchayat,45249,Korapur,120,1427
3,Gram Panchayat,89778,Korar,183,2144
3,Gram Panchayat,73985,Korara,159,1889
3,Gram Panchayat,62131,Korari,142,1688
3,Gram Panchayat,72053,Korari,156,1857
3,Gram Panchayat,77495,Korari,166,1945
3,Gram Panchayat,91585,Korari,185,2173
3,Gram Panchayat,92543,Korari Kala,186,2191
3,Gram Panchayat,92193,Korari Kalan,186,2185
3,Gram Panchayat,92194,Korari Khurd,186,2185
3,Gram Panchayat,58182,Koraria,135,1623
3,Gram Panchayat,73327,Korariroop,159,1880
3,Gram Panchayat,90347,Korat,184,2153
3,Gram Panchayat,43126,Korath,118,1395
3,Gram Panchayat,72115,Koratha,157,1858
3,Gram Panchayat,72303,Korau,157,1861
3,Gram Panchayat,78382,Korauli,168,1962
3,Gram Panchayat,83657,Korauli Budhkar,175,2050
3,Gram Panchayat,47720,Korauli Bujurg,123,1460
3,Gram Panchayat,89193,Korauna,183,2135
3,Gram Panchayat,72004,Korauwa,156,1856
3,Gram Panchayat,69810,Korha,152,1814
3,Gram Panchayat,73471,Korhaiya,159,1882
3,Gram Panchayat,61608,Kori Khera,141,1680
3,Gram Panchayat,267979,Koria Chamru,159,1882
3,Gram Panchayat,68178,Korigawan,150,1789
3,Gram Panchayat,73645,Korigawan,159,1884
3,Gram Panchayat,84173,Korihar,175,2061
3,Gram Panchayat,83862,Korihara,175,2055
3,Gram Panchayat,72304,Koriyan,157,1861
3,Gram Panchayat,76021,Korna Chamarua,163,1921
3,Gram Panchayat,87486,Koro Kuinyan,180,2111
3,Gram Panchayat,61389,Koro Raghavpur,140,1677
3,Gram Panchayat,51350,Korra Bujurg,128,1521
3,Gram Panchayat,51271,Korra Khurd,128,1519
3,Gram Panchayat,62081,Korra-Kanak,142,1687
3,Gram Panchayat,51272,Korrahee,128,1519
3,Gram Panchayat,51273,Korram,128,1519
3,Gram Panchayat,50063,Korrha Uparwar,126,1500
3,Gram Panchayat,82555,Korrhi,174,2031
3,Gram Panchayat,270688,Korri,152,1810
3,Gram Panchayat,62587,Korsam,142,1695
3,Gram Panchayat,62527,Korwa,142,1694
3,Gram Panchayat,58831,Korya,137,1633
3,Gram Panchayat,74094,Korya,160,1891
3,Gram Panchayat,271475,Korya Bhelhi,160,1903
3,Gram Panchayat,48352,Kosara,123,1469
3,Gram Panchayat,45064,Kosara Kala,120,1424
3,Gram Panchayat,45065,Kosda Khurd,120,1424
3,Gram Panchayat,59847,Kosma,138,1650
3,Gram Panchayat,267652,Kosphara Khurd,120,1423
3,Gram Panchayat,62331,Kot,142,1691
3,Gram Panchayat,63322,Kot,144,1708
3,Gram Panchayat,272242,Kot,150,1777
3,Gram Panchayat,61320,Kot Deeh Saraiyan,140,1676
3,Gram Panchayat,76446,Kot Kamarahiya,164,1929
3,Gram Panchayat,264897,Kot Khera,153,1826
3,Gram Panchayat,87685,Kot Mubaraqpur,181,2114
3,Gram Panchayat,61056,Kot Saray,140,1671
3,Gram Panchayat,57133,Kota,134,1606
3,Gram Panchayat,73913,Kota,159,1888
3,Gram Panchayat,76022,Kota,163,1921
3,Gram Panchayat,84983,Kota,177,2072
3,Gram Panchayat,91650,Kota,185,2174
3,Gram Panchayat,271930,Kota,123,1469
3,Gram Panchayat,82472,Kota Bhawaniganj,174,2030
3,Gram Panchayat,47838,Kota Khurd,123,1462
3,Gram Panchayat,76515,Kota Mukund Pur,164,1930
3,Gram Panchayat,68866,Kota Mustakil,151,1800
3,Gram Panchayat,45588,Kotaha,120,1432
3,Gram Panchayat,48554,Kotana,124,1472
3,Gram Panchayat,79464,Kotar,170,1983
3,Gram Panchayat,92195,Kotara,186,2185
3,Gram Panchayat,271310,Kotara,161,1910
3,Gram Panchayat,58409,Kotara Khambha,136,1626
3,Gram Panchayat,44238,Kotari,120,1413
3,Gram Panchayat,72792,Kotari Pashchim,158,1871
3,Gram Panchayat,73146,Kotava,159,1877
3,Gram Panchayat,76883,Kotava,164,1935
3,Gram Panchayat,87487,Kotavari,180,2111
3,Gram Panchayat,70607,Kotaw,152,1825
3,Gram Panchayat,48132,Kotawa,123,1466
3,Gram Panchayat,59282,Kotawa,137,1640
3,Gram Panchayat,79917,Kotawa,170,1990
3,Gram Panchayat,267367,Kotawa,137,1631
3,Gram Panchayat,60876,Kotdeeh,140,1668
3,Gram Panchayat,50189,Koth,126,1502
3,Gram Panchayat,58664,Kotha,137,1630
3,Gram Panchayat,65898,Kotha,147,1750
3,Gram Panchayat,62027,Kotha Bakhariya,142,1686
3,Gram Panchayat,87223,Kotha Khetal,180,2105
3,Gram Panchayat,46903,Kotha Mt Bhatauli,123,1449
3,Gram Panchayat,83260,Kothanwariya,174,2042
3,Gram Panchayat,82810,Kothar Mangolepur,174,2035
3,Gram Panchayat,79395,Kothara Kantit,170,1982
3,Gram Panchayat,79396,Kothara Mishran,170,1982
3,Gram Panchayat,91865,Kotharakala,185,2178
3,Gram Panchayat,91866,Kotharakhurd,185,2178
3,Gram Panchayat,69812,Kothawa,152,1814
3,Gram Panchayat,267304,Kothda,177,2074
3,Gram Panchayat,85198,Kothdi Bahlalpur,177,2075
3,Gram Panchayat,52468,Kothi,129,1537
3,Gram Panchayat,79465,Kothi Dhaukal Singh,170,1983
3,Gram Panchayat,269228,Kothibhar,121,1438
3,Gram Panchayat,89582,Kothila,183,2141
3,Gram Panchayat,68541,Kothila Shraiya,150,1795
3,Gram Panchayat,54570,Kothili,131,1567
3,Gram Panchayat,58957,Kothilva,137,1635
3,Gram Panchayat,46663,Kothipur,122,1445
3,Gram Panchayat,73714,Kothiya,159,1885
3,Gram Panchayat,78653,Kothiya,168,1966
3,Gram Panchayat,82426,Kothiyahi,174,2029
3,Gram Panchayat,46904,Kothra,123,1449
3,Gram Panchayat,82621,Kothra,174,2032
3,Gram Panchayat,84601,Kothra,176,2068
3,Gram Panchayat,267530,Kothra,179,2093
3,Gram Panchayat,53747,Kothwa Bharatpur,131,1556
3,Gram Panchayat,49295,Kothwal Kalan,125,1485
3,Gram Panchayat,69587,Kothwar,152,1811
3,Gram Panchayat,70237,Kotigaon,152,1820
3,Gram Panchayat,48134,Kotila,123,1466
3,Gram Panchayat,49089,Kotiya,125,1482
3,Gram Panchayat,60877,Kotiya,140,1668
3,Gram Panchayat,62588,Kotiya,142,1695
3,Gram Panchayat,64651,Kotiya,146,1731
3,Gram Panchayat,72909,Kotiya,158,1873
3,Gram Panchayat,82361,Kotiya,174,2028
3,Gram Panchayat,91651,Kotiya,185,2174
3,Gram Panchayat,84115,Kotiya Aht Mali,175,2060
3,Gram Panchayat,84347,Kotiya Chinta,175,2065
3,Gram Panchayat,88826,Kotiya Degar,182,2130
3,Gram Panchayat,65967,Kotiya Maan Singh,148,1751
3,Gram Panchayat,65372,Kotiya Madara,147,1742
3,Gram Panchayat,57025,Kotla,134,1604
3,Gram Panchayat,63100,Kotla,143,1704
3,Gram Panchayat,52390,Kotra,140,1536
3,Gram Panchayat,68179,Kotra,150,1789
3,Gram Panchayat,68479,Kotra,150,1794
3,Gram Panchayat,70937,Kotra,153,1831
3,Gram Panchayat,71000,Kotra,153,1832
3,Gram Panchayat,73914,Kotra,159,1888
3,Gram Panchayat,77267,Kotra,165,1941
3,Gram Panchayat,89107,Kotra,183,2134
3,Gram Panchayat,84348,Kotra Bahadur Ganj,175,2065
3,Gram Panchayat,44239,Kotwa,120,1413
3,Gram Panchayat,49482,Kotwa,125,1488
3,Gram Panchayat,49659,Kotwa,126,1491
3,Gram Panchayat,84214,Kotwa,175,2062
3,Gram Panchayat,92612,Kotwa,186,2192
3,Gram Panchayat,267418,Kotwa,640,2177
3,Gram Panchayat,271305,Kotwa,160,1901
3,Gram Panchayat,51723,Kotwa Dham,129,1527
3,Gram Panchayat,51792,Kotwa Kala,129,1528
3,Gram Panchayat,58410,Kotwa Mafi,136,1626
3,Gram Panchayat,45684,Kotwa Mahmadpur,121,1433
3,Gram Panchayat,83907,Kotwa Mohamdabad,175,2056
3,Gram Panchayat,79957,Kotwa Pandey,170,1991
3,Gram Panchayat,51602,Kotwa Sadak,129,1525
3,Gram Panchayat,82868,Kotwa Sukulpur,174,2036
3,Gram Panchayat,55259,Kotwaali,132,1576
3,Gram Panchayat,46905,Kotwalipur,123,1449
3,Gram Panchayat,270496,Kotwalpur,152,1808
3,Gram Panchayat,92922,Kotwar,186,2197
3,Gram Panchayat,50269,Kotwari,126,1504
3,Gram Panchayat,44991,Koundi,120,1423
3,Gram Panchayat,65510,Kourhe,147,1744
3,Gram Panchayat,67687,Kourondh,150,1780
3,Gram Panchayat,50654,Koyal Khar,127,1510
3,Gram Panchayat,266142,Koyalhwa,125,1477
3,Gram Panchayat,67688,Koyaly,150,1780
3,Gram Panchayat,82622,Koyam,174,2032
3,Gram Panchayat,265243,Koyana,138,1657
3,Gram Panchayat,84506,Koyla,176,2067
3,Gram Panchayat,84507,Koyli,176,2067
3,Gram Panchayat,60505,Krapalpura,139,1661
3,Gram Panchayat,84602,Krimcha,176,2068
3,Gram Panchayat,49733,Kripalpur,126,1493
3,Gram Panchayat,265951,Kripalpur,156,1849
3,Gram Panchayat,62265,Kripalpur Bindha,142,1690
3,Gram Panchayat,84603,Kripya Happu,176,2068
3,Gram Panchayat,84604,Kripya Pandey,176,2068
3,Gram Panchayat,73831,Krishna Nagar,159,1887
3,Gram Panchayat,69179,Krishnapur,152,1805
3,Gram Panchayat,84174,Krishnapur Tala,175,2061
3,Gram Panchayat,59409,Kritpura,137,1642
3,Gram Panchayat,57539,Kriyawali,134,1613
3,Gram Panchayat,266123,Kriyawali,134,1603
3,Gram Panchayat,267641,Krrishni,177,2072
3,Gram Panchayat,268862,Kshiyapur,181,2114
3,Gram Panchayat,63892,Kthar,146,1720
3,Gram Panchayat,238686,Kua Khera,154,1835
3,Gram Panchayat,66701,Kua N Bujurg,148,1762
3,Gram Panchayat,44799,Kuaan,120,1421
3,Gram Panchayat,61390,Kuaan Dand,140,1677
3,Gram Panchayat,76822,Kuachhap,164,1934
3,Gram Panchayat,266405,Kuagaon,119,1407
3,Gram Panchayat,54786,Kuakhera,132,1570
3,Gram Panchayat,77715,Kuakhera,166,1949
3,Gram Panchayat,51874,Kuan Danda,129,1529
3,Gram Panchayat,53043,Kuan Danda,130,1545
3,Gram Panchayat,52973,Kuan Danda Dhimni,130,1544
3,Gram Panchayat,53536,Kuan Dandaa,130,1553
3,Gram Panchayat,42885,Kuan Khera,118,1389
3,Gram Panchayat,68742,Kuane Khera,151,1798
3,Gram Panchayat,75166,Kuantala,161,1907
3,Gram Panchayat,80029,Kuba Kurd,170,1992
3,Gram Panchayat,75749,Kubahara,162,1917
3,Gram Panchayat,43792,Kubara,119,1407
3,Gram Panchayat,61463,Kubarpur Ghat,141,1678
3,Gram Panchayat,91867,Kubarshahpatti,185,2178
3,Gram Panchayat,74095,Kubera Patti,160,1891
3,Gram Panchayat,61514,Kuberpur,141,1679
3,Gram Panchayat,61692,Kuberpur Dugarsi,141,1681
3,Gram Panchayat,61693,Kuberpur Junnardar,141,1681
3,Gram Panchayat,61840,Kuberpur Kutlupur,141,1683
3,Gram Panchayat,58958,Kuberua,137,1635
3,Gram Panchayat,78313,Kuchahara,168,1961
3,Gram Panchayat,271540,Kuchalaiya,183,2149
3,Gram Panchayat,271749,Kuchdehari,148,1767
3,Gram Panchayat,77714,Kuchela,166,1949
3,Gram Panchayat,51164,Kuchendo,128,1517
3,Gram Panchayat,61197,Kuchera,140,1674
3,Gram Panchayat,56889,Kuchesar,134,1602
3,Gram Panchayat,56956,Kuchheja,134,1603
3,Gram Panchayat,69398,Kuchhmuchh,152,1808
3,Gram Panchayat,90943,Kuchhmuchh,185,2162
3,Gram Panchayat,68241,Kuchila Vijna,150,1790
3,Gram Panchayat,89195,Kuchlai,183,2135
3,Gram Panchayat,51351,Kuchouli,128,1521
3,Gram Panchayat,78314,Kudahani,168,1961
3,Gram Panchayat,77128,Kudai,165,1939
3,Gram Panchayat,56957,Kudaina,134,1603
3,Gram Panchayat,238752,Kudaina Chak,154,1836
3,Gram Panchayat,59574,Kudaisa Hirdaipur,138,1645
3,Gram Panchayat,69057,Kudaiya,151,1803
3,Gram Panchayat,242090,Kudaiya,180,2107
3,Gram Panchayat,44472,Kudanpur,120,1416
3,Gram Panchayat,77083,Kudar,165,1938
3,Gram Panchayat,46777,Kudar Kot,122,1447
3,Gram Panchayat,68817,Kudari Konch,151,1799
3,Gram Panchayat,60716,Kudariya,139,1665
3,Gram Panchayat,65450,Kudasan,147,1743
3,Gram Panchayat,71702,Kudauli Madauli,156,1851
3,Gram Panchayat,49038,Kudauni,125,1481
3,Gram Panchayat,72179,Kudaura,157,1859
3,Gram Panchayat,68287,Kudauri,150,1791
3,Gram Panchayat,86150,Kudawa,178,2089
3,Gram Panchayat,70470,Kuddupur,152,1823
3,Gram Panchayat,92313,Kudeena,186,2187
3,Gram Panchayat,69951,Kudha,152,1816
3,Gram Panchayat,75568,Kudha Eat Gaon,162,1914
3,Gram Panchayat,45685,Kudha Mohammadgarh,121,1433
3,Gram Panchayat,264774,Kudha Narsinhpur,133,1596
3,Gram Panchayat,64652,Kudhalabi,146,1731
3,Gram Panchayat,62447,Kudhan,142,1693
3,Gram Panchayat,57080,Kudhauni,134,1605
3,Gram Panchayat,72603,Kudhawa,157,1867
3,Gram Panchayat,71652,Kudhawal,156,1850
3,Gram Panchayat,79132,Kudhla,169,1976
3,Gram Panchayat,69180,Kudhuwa,152,1805
3,Gram Panchayat,80030,Kudi,170,1992
3,Gram Panchayat,88227,Kudi,182,2122
3,Gram Panchayat,93105,Kudi,187,2199
3,Gram Panchayat,48441,Kudihar,123,1470
3,Gram Panchayat,71458,Kudihna,155,1847
3,Gram Panchayat,64109,Kudila,146,1723
3,Gram Panchayat,88875,Kudiya,182,2131
3,Gram Panchayat,88469,Kudja,182,2125
3,Gram Panchayat,72116,Kudni,157,1858
3,Gram Panchayat,271245,Kudpan,184,2156
3,Gram Panchayat,92492,Kudra,186,2190
3,Gram Panchayat,68818,Kudra Buzurg,151,1799
3,Gram Panchayat,60818,Kudrail,139,1667
3,Gram Panchayat,70776,Kudri,153,1828
3,Gram Panchayat,267174,Kudri Sarngpur,141,1683
3,Gram Panchayat,78841,Kudsar Mu. Kop,168,1969
3,Gram Panchayat,51951,Kudwa,129,1530
3,Gram Panchayat,66558,Kudwa,148,1760
3,Gram Panchayat,271720,Kuee Kol,148,1762
3,Gram Panchayat,60819,Kueta,139,1667
3,Gram Panchayat,70327,Kuhiya,152,1821
3,Gram Panchayat,271168,Kuia,160,1898
3,Gram Panchayat,269042,Kuichawar,137,1633
3,Gram Panchayat,269741,Kuin,120,1421
3,Gram Panchayat,71528,Kuit Khera,156,1848
3,Gram Panchayat,71529,Kuit Mandir,156,1848
3,Gram Panchayat,60781,Kuiya,139,1666
3,Gram Panchayat,67514,Kuiya,150,1777
3,Gram Panchayat,76577,Kuiya Kanchanpur,164,1931
3,Gram Panchayat,267007,Kuiya Rampur,130,1545
3,Gram Panchayat,76578,Kuiya Urf Maheshpur,164,1931
3,Gram Panchayat,61909,Kuiyadhir,141,1684
3,Gram Panchayat,68620,Kuiyan,151,1796
3,Gram Panchayat,77019,Kuiyan,164,1937
3,Gram Panchayat,270110,Kuiyan Ja Kirtapur,180,2111
3,Gram Panchayat,73646,Kuiyan Madarpur,159,1884
3,Gram Panchayat,61911,Kuiyankhera,141,1684
3,Gram Panchayat,64910,Kuk Nagar Grint,147,1735
3,Gram Panchayat,68986,Kukahnu,151,1802
3,Gram Panchayat,68621,Kukar Gaon,151,1796
3,Gram Panchayat,73092,Kukara,159,1876
3,Gram Panchayat,57639,Kukarait,135,1615
3,Gram Panchayat,76202,Kukargawan,163,1924
3,Gram Panchayat,46778,Kukarkat,122,1447
